"TIME","GEO","INDIC_SB","SIZECLAS","NACE_R2","Value"
"2018","LT029","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","1,576"
"2018","LT029","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","360"
"2018","LT00","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT00","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT00","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT001","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT001","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT001","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT002","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT002","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT002","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT003","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT003","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT003","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT004","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT004","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT004","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT005","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT005","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT005","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT006","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT006","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT006","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT007","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT007","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT007","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT008","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT008","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT008","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT009","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT009","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT009","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT00A","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT00A","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","LT00A","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","LTZ","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","0"
"2018","LTZ","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","0"
"2018","LTZ","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","0"
"2018","LTZZ","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","0"
"2018","LTZZ","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","0"
"2018","LTZZ","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","0"
"2018","LTZZZ","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","0"
"2018","LTZZZ","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","0"
"2018","LTZZZ","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","0"
"2018","HU","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","215,129"
"2018","HU","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","498,429"
"2018","HU","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","34,884"
"2018","HU1","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","84,578"
"2018","HU1","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","225,391"
"2018","HU1","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","16,766"
"2018","HU11","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","56,215"
"2018","HU11","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","148,905"
"2018","HU11","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","11,839"
"2018","HU110","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","56,215"
"2018","HU110","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","148,905"
"2018","HU110","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","11,839"
"2018","HU12","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","28,363"
"2018","HU12","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","76,486"
"2018","HU12","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","4,927"
"2018","HU120","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","28,363"
"2018","HU120","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","76,486"
"2018","HU120","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","4,927"
"2018","HU10","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","HU10","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","HU10","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","HU101","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","HU101","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","HU101","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","HU102","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","HU102","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","HU102","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","HU2","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","62,057"
"2018","HU2","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","133,991"
"2018","HU2","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","8,557"
"2018","HU21","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","22,305"
"2018","HU21","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","48,564"
"2018","HU21","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","3,264"
"2018","HU211","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","8,373"
"2018","HU211","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","18,493"
"2018","HU211","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,237"
"2018","HU212","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","5,959"
"2018","HU212","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","13,581"
"2018","HU212","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,020"
"2018","HU213","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","7,973"
"2018","HU213","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","16,490"
"2018","HU213","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,007"
"2018","HU22","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","22,241"
"2018","HU22","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","47,292"
"2018","HU22","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","3,100"
"2018","HU221","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","10,399"
"2018","HU221","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","23,583"
"2018","HU221","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,639"
"2018","HU222","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","5,694"
"2018","HU222","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","11,048"
"2018","HU222","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","669"
"2018","HU223","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","6,148"
"2018","HU223","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","12,661"
"2018","HU223","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","792"
"2018","HU23","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","17,511"
"2018","HU23","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","38,135"
"2018","HU23","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","2,193"
"2018","HU231","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","7,585"
"2018","HU231","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","17,063"
"2018","HU231","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","978"
"2018","HU232","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","5,559"
"2018","HU232","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","12,458"
"2018","HU232","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","682"
"2018","HU233","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","4,367"
"2018","HU233","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","8,614"
"2018","HU233","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","533"
"2018","HU3","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","68,494"
"2018","HU3","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","139,047"
"2018","HU3","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","9,561"
"2018","HU31","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","19,404"
"2018","HU31","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","35,239"
"2018","HU31","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","2,331"
"2018","HU311","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","10,606"
"2018","HU311","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","19,035"
"2018","HU311","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,336"
"2018","HU312","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","5,610"
"2018","HU312","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","10,657"
"2018","HU312","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","719"
"2018","HU313","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","3,188"
"2018","HU313","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","5,547"
"2018","HU313","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","276"
"2018","HU32","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","25,023"
"2018","HU32","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","51,979"
"2018","HU32","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","3,487"
"2018","HU321","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","9,687"
"2018","HU321","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","23,006"
"2018","HU321","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,509"
"2018","HU322","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","5,981"
"2018","HU322","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","11,877"
"2018","HU322","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","806"
"2018","HU323","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","9,355"
"2018","HU323","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","17,096"
"2018","HU323","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,172"
"2018","HU33","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","24,067"
"2018","HU33","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","51,829"
"2018","HU33","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","3,743"
"2018","HU331","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","9,861"
"2018","HU331","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","21,592"
"2018","HU331","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,695"
"2018","HU332","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","5,785"
"2018","HU332","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","11,477"
"2018","HU332","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","785"
"2018","HU333","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","8,421"
"2018","HU333","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","18,760"
"2018","HU333","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,263"
"2018","HUZ","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","0"
"2018","HUZ","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","0"
"2018","HUZ","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","0"
"2018","HUZZ","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","0"
"2018","HUZZ","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","0"
"2018","HUZZ","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","0"
"2018","HUZZZ","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","0"
"2018","HUZZZ","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","0"
"2018","HUZZZ","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","0"
"2018","MT","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","34,089"
"2018","MT","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","13,677"
"2018","MT","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","2,792"
"2018","MT0","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","34,089"
"2018","MT0","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","13,677"
"2018","MT0","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","2,792"
"2018","MT00","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","34,089"
"2018","MT00","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","13,677"
"2018","MT00","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","2,792"
"2018","MT001","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","31,686"
"2018","MT001","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","MT001","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","MT002","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","2,403"
"2018","MT002","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","MT002","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","NL","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","1,427,962"
"2018","NL","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","226,432"
"2018","NL","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","77,419"
"2018","NL1","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","120,918"
"2018","NL1","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","19,929"
"2018","NL1","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","6,319"
"2018","NL11","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","41,378"
"2018","NL11","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","6,271"
"2018","NL11","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,982"
"2018","NL111","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","8,144"
"2018","NL111","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","1,505"
"2018","NL111","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","464"
"2018","NL112","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","2,403"
"2018","NL112","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","426"
"2018","NL112","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","147"
"2018","NL113","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","30,831"
"2018","NL113","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","4,340"
"2018","NL113","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,371"
"2018","NL12","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","47,193"
"2018","NL12","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","8,032"
"2018","NL12","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","2,578"
"2018","NL121","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","NL121","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","NL121","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","NL122","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","NL122","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","NL122","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","NL123","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","NL123","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","NL123","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","NL124","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","23,255"
"2018","NL124","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","3,778"
"2018","NL124","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,186"
"2018","NL125","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","10,909"
"2018","NL125","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","2,000"
"2018","NL125","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","625"
"2018","NL126","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","13,029"
"2018","NL126","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","2,254"
"2018","NL126","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","767"
"2018","NL13","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","32,347"
"2018","NL13","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","5,626"
"2018","NL13","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,759"
"2018","NL131","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","12,793"
"2018","NL131","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","2,123"
"2018","NL131","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","605"
"2018","NL132","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","10,257"
"2018","NL132","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","1,902"
"2018","NL132","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","614"
"2018","NL133","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","9,297"
"2018","NL133","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","1,601"
"2018","NL133","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","540"
"2018","NL2","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","264,831"
"2018","NL2","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","46,306"
"2018","NL2","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","16,633"
"2018","NL21","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","75,782"
"2018","NL21","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","14,360"
"2018","NL21","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","5,513"
"2018","NL211","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","25,630"
"2018","NL211","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","4,370"
"2018","NL211","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,767"
"2018","NL212","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","10,372"
"2018","NL212","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","1,691"
"2018","NL212","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","631"
"2018","NL213","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","39,780"
"2018","NL213","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","8,299"
"2018","NL213","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","3,115"
"2018","NL22","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","155,923"
"2018","NL22","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","27,617"
"2018","NL22","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","9,588"
"2018","NL221","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","49,973"
"2018","NL221","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","9,658"
"2018","NL221","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","3,495"
"2018","NL224","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","20,247"
"2018","NL224","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","3,964"
"2018","NL224","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,277"
"2018","NL225","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","26,611"
"2018","NL225","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","5,176"
"2018","NL225","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,927"
"2018","NL226","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","59,092"
"2018","NL226","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","8,819"
"2018","NL226","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","2,889"
"2018","NL23","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","33,126"
"2018","NL23","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","4,329"
"2018","NL23","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,532"
