"TIME","GEO","GEO_LABEL","AGE","SEX","UNIT","Value"
"2019","NL1","Noord-Nederland","25 years or over","Females","Percentage","2.8"
"2019","NL11","Groningen","25 years or over","Total","Percentage","3.7"
"2019","NL11","Groningen","25 years or over","Males","Percentage","4.1"
"2019","NL11","Groningen","25 years or over","Females","Percentage","3.2"
"2019","NL12","Friesland (NL)","25 years or over","Total","Percentage","2.8"
"2019","NL12","Friesland (NL)","25 years or over","Males","Percentage","2.6"
"2019","NL12","Friesland (NL)","25 years or over","Females","Percentage","3.0"
"2019","NL13","Drenthe","25 years or over","Total","Percentage","1.9"
"2019","NL13","Drenthe","25 years or over","Males","Percentage","1.7"
"2019","NL13","Drenthe","25 years or over","Females","Percentage","2.1"
"2019","NL2","Oost-Nederland","25 years or over","Total","Percentage","2.5"
"2019","NL2","Oost-Nederland","25 years or over","Males","Percentage","2.4"
"2019","NL2","Oost-Nederland","25 years or over","Females","Percentage","2.7"
"2019","NL21","Overijssel","25 years or over","Total","Percentage","2.6"
"2019","NL21","Overijssel","25 years or over","Males","Percentage","2.5"
"2019","NL21","Overijssel","25 years or over","Females","Percentage","2.6"
"2019","NL22","Gelderland","25 years or over","Total","Percentage","2.5"
"2019","NL22","Gelderland","25 years or over","Males","Percentage","2.3"
"2019","NL22","Gelderland","25 years or over","Females","Percentage","2.7"
"2019","NL23","Flevoland","25 years or over","Total","Percentage","2.7"
"2019","NL23","Flevoland","25 years or over","Males","Percentage","2.3"
"2019","NL23","Flevoland","25 years or over","Females","Percentage","3.0"
"2019","NL3","West-Nederland","25 years or over","Total","Percentage","2.9"
"2019","NL3","West-Nederland","25 years or over","Males","Percentage","2.9"
"2019","NL3","West-Nederland","25 years or over","Females","Percentage","2.9"
"2019","NL31","Utrecht","25 years or over","Total","Percentage","2.5"
"2019","NL31","Utrecht","25 years or over","Males","Percentage","2.6"
"2019","NL31","Utrecht","25 years or over","Females","Percentage","2.4"
"2019","NL32","Noord-Holland","25 years or over","Total","Percentage","2.6"
"2019","NL32","Noord-Holland","25 years or over","Males","Percentage","2.8"
"2019","NL32","Noord-Holland","25 years or over","Females","Percentage","2.3"
"2019","NL33","Zuid-Holland","25 years or over","Total","Percentage","3.3"
"2019","NL33","Zuid-Holland","25 years or over","Males","Percentage","3.2"
"2019","NL33","Zuid-Holland","25 years or over","Females","Percentage","3.6"
"2019","NL34","Zeeland","25 years or over","Total","Percentage","2.2"
"2019","NL34","Zeeland","25 years or over","Males","Percentage","1.9"
"2019","NL34","Zeeland","25 years or over","Females","Percentage","2.7"
"2019","NL4","Zuid-Nederland","25 years or over","Total","Percentage","2.6"
"2019","NL4","Zuid-Nederland","25 years or over","Males","Percentage","2.6"
"2019","NL4","Zuid-Nederland","25 years or over","Females","Percentage","2.6"
"2019","NL41","Noord-Brabant","25 years or over","Total","Percentage","2.6"
"2019","NL41","Noord-Brabant","25 years or over","Males","Percentage","2.6"
"2019","NL41","Noord-Brabant","25 years or over","Females","Percentage","2.7"
"2019","NL42","Limburg (NL)","25 years or over","Total","Percentage","2.5"
"2019","NL42","Limburg (NL)","25 years or over","Males","Percentage","2.6"
"2019","NL42","Limburg (NL)","25 years or over","Females","Percentage","2.4"
"2019","AT","Austria","25 years or over","Total","Percentage","4.0"
"2019","AT","Austria","25 years or over","Males","Percentage","4.0"
"2019","AT","Austria","25 years or over","Females","Percentage","3.9"
"2019","AT1","Ostösterreich","25 years or over","Total","Percentage","5.9"
"2019","AT1","Ostösterreich","25 years or over","Males","Percentage","6.3"
"2019","AT1","Ostösterreich","25 years or over","Females","Percentage","5.4"
"2019","AT11","Burgenland (AT)","25 years or over","Total","Percentage","3.4"
"2019","AT11","Burgenland (AT)","25 years or over","Males","Percentage",":"
"2019","AT11","Burgenland (AT)","25 years or over","Females","Percentage",":"
"2019","AT12","Niederösterreich","25 years or over","Total","Percentage","3.4"
"2019","AT12","Niederösterreich","25 years or over","Males","Percentage","3.5"
"2019","AT12","Niederösterreich","25 years or over","Females","Percentage","3.3"
"2019","AT13","Wien","25 years or over","Total","Percentage","8.5"
"2019","AT13","Wien","25 years or over","Males","Percentage","9.3"
"2019","AT13","Wien","25 years or over","Females","Percentage","7.5"
"2019","AT2","Südösterreich","25 years or over","Total","Percentage","3.0"
"2019","AT2","Südösterreich","25 years or over","Males","Percentage","2.5"
"2019","AT2","Südösterreich","25 years or over","Females","Percentage","3.6"
"2019","AT21","Kärnten","25 years or over","Total","Percentage","3.4"
"2019","AT21","Kärnten","25 years or over","Males","Percentage","2.9"
"2019","AT21","Kärnten","25 years or over","Females","Percentage","4.0"
"2019","AT22","Steiermark","25 years or over","Total","Percentage","2.9"
"2019","AT22","Steiermark","25 years or over","Males","Percentage","2.4"
"2019","AT22","Steiermark","25 years or over","Females","Percentage","3.4"
"2019","AT3","Westösterreich","25 years or over","Total","Percentage","2.2"
"2019","AT3","Westösterreich","25 years or over","Males","Percentage","2.1"
"2019","AT3","Westösterreich","25 years or over","Females","Percentage","2.3"
"2019","AT31","Oberösterreich","25 years or over","Total","Percentage","2.5"
"2019","AT31","Oberösterreich","25 years or over","Males","Percentage","2.4"
"2019","AT31","Oberösterreich","25 years or over","Females","Percentage","2.6"
"2019","AT32","Salzburg","25 years or over","Total","Percentage","1.9"
"2019","AT32","Salzburg","25 years or over","Males","Percentage",":"
"2019","AT32","Salzburg","25 years or over","Females","Percentage",":"
"2019","AT33","Tirol","25 years or over","Total","Percentage","1.6"
"2019","AT33","Tirol","25 years or over","Males","Percentage",":"
"2019","AT33","Tirol","25 years or over","Females","Percentage","1.8"
"2019","AT34","Vorarlberg","25 years or over","Total","Percentage","2.5"
"2019","AT34","Vorarlberg","25 years or over","Males","Percentage",":"
"2019","AT34","Vorarlberg","25 years or over","Females","Percentage",":"
"2019","PL","Poland","25 years or over","Total","Percentage","2.8"
"2019","PL","Poland","25 years or over","Males","Percentage","2.5"
"2019","PL","Poland","25 years or over","Females","Percentage","3.1"
"2019","PL2","Makroregion Poludniowy","25 years or over","Total","Percentage","2.1"
"2019","PL2","Makroregion Poludniowy","25 years or over","Males","Percentage","1.7"
"2019","PL2","Makroregion Poludniowy","25 years or over","Females","Percentage","2.7"
"2019","PL21","Malopolskie","25 years or over","Total","Percentage","2.3"
"2019","PL21","Malopolskie","25 years or over","Males","Percentage","2.0"
"2019","PL21","Malopolskie","25 years or over","Females","Percentage","2.5"
"2019","PL22","Slaskie","25 years or over","Total","Percentage","2.0"
"2019","PL22","Slaskie","25 years or over","Males","Percentage","1.4"
"2019","PL22","Slaskie","25 years or over","Females","Percentage","2.8"
"2019","PL4","Makroregion Pólnocno-Zachodni","25 years or over","Total","Percentage","2.2"
"2019","PL4","Makroregion Pólnocno-Zachodni","25 years or over","Males","Percentage","1.9"
"2019","PL4","Makroregion Pólnocno-Zachodni","25 years or over","Females","Percentage","2.6"
"2019","PL41","Wielkopolskie","25 years or over","Total","Percentage","2.1"
"2019","PL41","Wielkopolskie","25 years or over","Males","Percentage","1.7"
"2019","PL41","Wielkopolskie","25 years or over","Females","Percentage","2.6"
"2019","PL42","Zachodniopomorskie","25 years or over","Total","Percentage","2.9"
"2019","PL42","Zachodniopomorskie","25 years or over","Males","Percentage","2.6"
"2019","PL42","Zachodniopomorskie","25 years or over","Females","Percentage","3.3"
"2019","PL43","Lubuskie","25 years or over","Total","Percentage","1.7"
"2019","PL43","Lubuskie","25 years or over","Males","Percentage",":"
"2019","PL43","Lubuskie","25 years or over","Females","Percentage",":"
"2019","PL5","Makroregion Poludniowo-Zachodni","25 years or over","Total","Percentage","2.8"
"2019","PL5","Makroregion Poludniowo-Zachodni","25 years or over","Males","Percentage","2.5"
"2019","PL5","Makroregion Poludniowo-Zachodni","25 years or over","Females","Percentage","3.2"
"2019","PL51","Dolnoslaskie","25 years or over","Total","Percentage","2.8"
"2019","PL51","Dolnoslaskie","25 years or over","Males","Percentage","2.5"
"2019","PL51","Dolnoslaskie","25 years or over","Females","Percentage","3.2"
"2019","PL52","Opolskie","25 years or over","Total","Percentage","2.7"
"2019","PL52","Opolskie","25 years or over","Males","Percentage","2.4"
"2019","PL52","Opolskie","25 years or over","Females","Percentage","3.2"
"2019","PL6","Makroregion Pólnocny","25 years or over","Total","Percentage","2.8"
"2019","PL6","Makroregion Pólnocny","25 years or over","Males","Percentage","2.2"
"2019","PL6","Makroregion Pólnocny","25 years or over","Females","Percentage","3.7"
"2019","PL61","Kujawsko-Pomorskie","25 years or over","Total","Percentage","3.3"
"2019","PL61","Kujawsko-Pomorskie","25 years or over","Males","Percentage","2.5"
"2019","PL61","Kujawsko-Pomorskie","25 years or over","Females","Percentage","4.2"
"2019","PL62","Warminsko-Mazurskie","25 years or over","Total","Percentage","2.9"
"2019","PL62","Warminsko-Mazurskie","25 years or over","Males","Percentage","2.2"
"2019","PL62","Warminsko-Mazurskie","25 years or over","Females","Percentage","3.9"
"2019","PL63","Pomorskie","25 years or over","Total","Percentage","2.4"
"2019","PL63","Pomorskie","25 years or over","Males","Percentage","1.8"
"2019","PL63","Pomorskie","25 years or over","Females","Percentage","3.1"
"2019","PL7","Makroregion Centralny","25 years or over","Total","Percentage","3.3"
"2019","PL7","Makroregion Centralny","25 years or over","Males","Percentage","3.4"
"2019","PL7","Makroregion Centralny","25 years or over","Females","Percentage","3.2"
"2019","PL71","Lódzkie","25 years or over","Total","Percentage","3.2"
"2019","PL71","Lódzkie","25 years or over","Males","Percentage","3.1"
"2019","PL71","Lódzkie","25 years or over","Females","Percentage","3.2"
"2019","PL72","Swietokrzyskie","25 years or over","Total","Percentage","3.6"
"2019","PL72","Swietokrzyskie","25 years or over","Males","Percentage","3.9"
"2019","PL72","Swietokrzyskie","25 years or over","Females","Percentage","3.2"
"2019","PL8","Makroregion Wschodni","25 years or over","Total","Percentage","3.9"
"2019","PL8","Makroregion Wschodni","25 years or over","Males","Percentage","3.6"
"2019","PL8","Makroregion Wschodni","25 years or over","Females","Percentage","4.2"
"2019","PL81","Lubelskie","25 years or over","Total","Percentage","4.5"
"2019","PL81","Lubelskie","25 years or over","Males","Percentage","4.4"
"2019","PL81","Lubelskie","25 years or over","Females","Percentage","4.5"
"2019","PL82","Podkarpackie","25 years or over","Total","Percentage","4.2"
"2019","PL82","Podkarpackie","25 years or over","Males","Percentage","3.6"
"2019","PL82","Podkarpackie","25 years or over","Females","Percentage","4.9"
"2019","PL84","Podlaskie","25 years or over","Total","Percentage","2.4"
"2019","PL84","Podlaskie","25 years or over","Males","Percentage","2.4"
"2019","PL84","Podlaskie","25 years or over","Females","Percentage","2.5"
"2019","PL9","Makroregion Województwo Mazowieckie","25 years or over","Total","Percentage","2.7"
"2019","PL9","Makroregion Województwo Mazowieckie","25 years or over","Males","Percentage","2.8"
"2019","PL9","Makroregion Województwo Mazowieckie","25 years or over","Females","Percentage","2.5"
"2019","PL91","Warszawski stoleczny","25 years or over","Total","Percentage","1.8"
"2019","PL91","Warszawski stoleczny","25 years or over","Males","Percentage","2.1"
"2019","PL91","Warszawski stoleczny","25 years or over","Females","Percentage","1.4"
"2019","PL92","Mazowiecki regionalny","25 years or over","Total","Percentage","4.0"
"2019","PL92","Mazowiecki regionalny","25 years or over","Males","Percentage","3.8"
"2019","PL92","Mazowiecki regionalny","25 years or over","Females","Percentage","4.2"
"2019","PT","Portugal","25 years or over","Total","Percentage","5.6"
"2019","PT","Portugal","25 years or over","Males","Percentage","5.0"
"2019","PT","Portugal","25 years or over","Females","Percentage","6.1"
"2019","PT1","Continente","25 years or over","Total","Percentage","5.5"
"2019","PT1","Continente","25 years or over","Males","Percentage","5.0"
"2019","PT1","Continente","25 years or over","Females","Percentage","6.1"
"2019","PT11","Norte","25 years or over","Total","Percentage","5.8"
"2019","PT11","Norte","25 years or over","Males","Percentage","5.2"
"2019","PT11","Norte","25 years or over","Females","Percentage","6.5"
"2019","PT15","Algarve","25 years or over","Total","Percentage","5.9"
"2019","PT15","Algarve","25 years or over","Males","Percentage","5.8"
"2019","PT15","Algarve","25 years or over","Females","Percentage","6.0"
"2019","PT16","Centro (PT)","25 years or over","Total","Percentage","4.2"
"2019","PT16","Centro (PT)","25 years or over","Males","Percentage","3.8"
"2019","PT16","Centro (PT)","25 years or over","Females","Percentage","4.7"
"2019","PT17","Área Metropolitana de Lisboa","25 years or over","Total","Percentage","6.1"
"2019","PT17","Área Metropolitana de Lisboa","25 years or over","Males","Percentage","5.3"
"2019","PT17","Área Metropolitana de Lisboa","25 years or over","Females","Percentage","6.8"
"2019","PT18","Alentejo","25 years or over","Total","Percentage","6.0"
"2019","PT18","Alentejo","25 years or over","Males","Percentage","5.9"
"2019","PT18","Alentejo","25 years or over","Females","Percentage","6.1"
"2019","PT2","Região Autónoma dos Açores (PT)","25 years or over","Total","Percentage","6.2"
"2019","PT2","Região Autónoma dos Açores (PT)","25 years or over","Males","Percentage",":"
"2019","PT2","Região Autónoma dos Açores (PT)","25 years or over","Females","Percentage",":"
"2019","PT20","Região Autónoma dos Açores (PT)","25 years or over","Total","Percentage","6.2"
"2019","PT20","Região Autónoma dos Açores (PT)","25 years or over","Males","Percentage",":"
"2019","PT20","Região Autónoma dos Açores (PT)","25 years or over","Females","Percentage",":"
"2019","PT3","Região Autónoma da Madeira (PT)","25 years or over","Total","Percentage","5.7"
"2019","PT3","Região Autónoma da Madeira (PT)","25 years or over","Males","Percentage",":"
"2019","PT3","Região Autónoma da Madeira (PT)","25 years or over","Females","Percentage",":"
"2019","PT30","Região Autónoma da Madeira (PT)","25 years or over","Total","Percentage","5.7"
"2019","PT30","Região Autónoma da Madeira (PT)","25 years or over","Males","Percentage",":"
"2019","PT30","Região Autónoma da Madeira (PT)","25 years or over","Females","Percentage",":"
"2019","RO","Romania","25 years or over","Total","Percentage","3.0"
"2019","RO","Romania","25 years or over","Males","Percentage","3.4"
"2019","RO","Romania","25 years or over","Females","Percentage","2.5"
"2019","RO1","Macroregiunea unu","25 years or over","Total","Percentage","3.1"
"2019","RO1","Macroregiunea unu","25 years or over","Males","Percentage","3.6"
"2019","RO1","Macroregiunea unu","25 years or over","Females","Percentage","2.4"
"2019","RO11","Nord-Vest","25 years or over","Total","Percentage","2.6"
"2019","RO11","Nord-Vest","25 years or over","Males","Percentage","2.7"
"2019","RO11","Nord-Vest","25 years or over","Females","Percentage","2.4"
"2019","RO12","Centru","25 years or over","Total","Percentage","3.7"
"2019","RO12","Centru","25 years or over","Males","Percentage","4.6"
"2019","RO12","Centru","25 years or over","Females","Percentage","2.5"
"2019","RO2","Macroregiunea doi","25 years or over","Total","Percentage","2.7"
"2019","RO2","Macroregiunea doi","25 years or over","Males","Percentage","2.8"
"2019","RO2","Macroregiunea doi","25 years or over","Females","Percentage","2.6"
"2019","RO21","Nord-Est","25 years or over","Total","Percentage","1.3"
"2019","RO21","Nord-Est","25 years or over","Males","Percentage","1.3"
"2019","RO21","Nord-Est","25 years or over","Females","Percentage","1.4"
"2019","RO22","Sud-Est","25 years or over","Total","Percentage","5.0"
"2019","RO22","Sud-Est","25 years or over","Males","Percentage","5.0"
"2019","RO22","Sud-Est","25 years or over","Females","Percentage","4.8"
"2019","RO3","Macroregiunea trei","25 years or over","Total","Percentage","2.8"
"2019","RO3","Macroregiunea trei","25 years or over","Males","Percentage","3.3"
"2019","RO3","Macroregiunea trei","25 years or over","Females","Percentage","2.2"
"2019","RO31","Sud - Muntenia","25 years or over","Total","Percentage","3.4"
"2019","RO31","Sud - Muntenia","25 years or over","Males","Percentage","3.5"
"2019","RO31","Sud - Muntenia","25 years or over","Females","Percentage","3.2"
"2019","RO32","Bucuresti - Ilfov","25 years or over","Total","Percentage","2.1"
"2019","RO32","Bucuresti - Ilfov","25 years or over","Males","Percentage","2.9"
"2019","RO32","Bucuresti - Ilfov","25 years or over","Females","Percentage","1.3"
"2019","RO4","Macroregiunea patru","25 years or over","Total","Percentage","3.5"
"2019","RO4","Macroregiunea patru","25 years or over","Males","Percentage","4.1"
"2019","RO4","Macroregiunea patru","25 years or over","Females","Percentage","2.6"
"2019","RO41","Sud-Vest Oltenia","25 years or over","Total","Percentage","4.2"
"2019","RO41","Sud-Vest Oltenia","25 years or over","Males","Percentage","5.0"
"2019","RO41","Sud-Vest Oltenia","25 years or over","Females","Percentage","3.2"
"2019","RO42","Vest","25 years or over","Total","Percentage","2.7"
"2019","RO42","Vest","25 years or over","Males","Percentage","3.2"
"2019","RO42","Vest","25 years or over","Females","Percentage",":"
"2019","SI","Slovenia","25 years or over","Total","Percentage","4.2"
"2019","SI","Slovenia","25 years or over","Males","Percentage","3.7"
"2019","SI","Slovenia","25 years or over","Females","Percentage","4.7"
"2019","SI0","Slovenija","25 years or over","Total","Percentage","4.2"
"2019","SI0","Slovenija","25 years or over","Males","Percentage","3.7"
"2019","SI0","Slovenija","25 years or over","Females","Percentage","4.7"
"2019","SI03","Vzhodna Slovenija","25 years or over","Total","Percentage","4.5"
"2019","SI03","Vzhodna Slovenija","25 years or over","Males","Percentage","3.8"
"2019","SI03","Vzhodna Slovenija","25 years or over","Females","Percentage","5.3"
"2019","SI01","Vzhodna Slovenija (NUTS 2010)","25 years or over","Total","Percentage",":"
"2019","SI01","Vzhodna Slovenija (NUTS 2010)","25 years or over","Males","Percentage",":"
"2019","SI01","Vzhodna Slovenija (NUTS 2010)","25 years or over","Females","Percentage",":"
"2019","SI04","Zahodna Slovenija","25 years or over","Total","Percentage","3.8"
"2019","SI04","Zahodna Slovenija","25 years or over","Males","Percentage","3.7"
"2019","SI04","Zahodna Slovenija","25 years or over","Females","Percentage","3.9"
"2019","SI02","Zahodna Slovenija (NUTS 2010)","25 years or over","Total","Percentage",":"
"2019","SI02","Zahodna Slovenija (NUTS 2010)","25 years or over","Males","Percentage",":"
"2019","SI02","Zahodna Slovenija (NUTS 2010)","25 years or over","Females","Percentage",":"
"2019","SK","Slovakia","25 years or over","Total","Percentage","5.1"
"2019","SK","Slovakia","25 years or over","Males","Percentage","4.9"
"2019","SK","Slovakia","25 years or over","Females","Percentage","5.2"
"2019","SK0","Slovensko","25 years or over","Total","Percentage","5.1"
"2019","SK0","Slovensko","25 years or over","Males","Percentage","4.9"
"2019","SK0","Slovensko","25 years or over","Females","Percentage","5.2"
"2019","SK01","Bratislavský kraj","25 years or over","Total","Percentage","2.2"
"2019","SK01","Bratislavský kraj","25 years or over","Males","Percentage","2.3"
"2019","SK01","Bratislavský kraj","25 years or over","Females","Percentage","2.1"
"2019","SK02","Západné Slovensko","25 years or over","Total","Percentage","3.6"
"2019","SK02","Západné Slovensko","25 years or over","Males","Percentage","3.5"
"2019","SK02","Západné Slovensko","25 years or over","Females","Percentage","3.7"
"2019","SK03","Stredné Slovensko","25 years or over","Total","Percentage","5.6"
"2019","SK03","Stredné Slovensko","25 years or over","Males","Percentage","5.7"
"2019","SK03","Stredné Slovensko","25 years or over","Females","Percentage","5.5"
"2019","SK04","Východné Slovensko","25 years or over","Total","Percentage","7.8"
"2019","SK04","Východné Slovensko","25 years or over","Males","Percentage","7.2"
"2019","SK04","Východné Slovensko","25 years or over","Females","Percentage","8.5"
"2019","FI","Finland","25 years or over","Total","Percentage","5.3"
"2019","FI","Finland","25 years or over","Males","Percentage","5.7"
"2019","FI","Finland","25 years or over","Females","Percentage","4.9"
"2019","FI1","Manner-Suomi","25 years or over","Total","Percentage","5.3"
"2019","FI1","Manner-Suomi","25 years or over","Males","Percentage","5.7"
"2019","FI1","Manner-Suomi","25 years or over","Females","Percentage","4.9"
"2019","FI19","Länsi-Suomi","25 years or over","Total","Percentage","4.9"
"2019","FI19","Länsi-Suomi","25 years or over","Males","Percentage","5.4"
"2019","FI19","Länsi-Suomi","25 years or over","Females","Percentage","4.3"
"2019","FI1B","Helsinki-Uusimaa","25 years or over","Total","Percentage","5.2"
"2019","FI1B","Helsinki-Uusimaa","25 years or over","Males","Percentage","5.3"
"2019","FI1B","Helsinki-Uusimaa","25 years or over","Females","Percentage","5.1"
"2019","FI1C","Etelä-Suomi","25 years or over","Total","Percentage","4.9"
"2019","FI1C","Etelä-Suomi","25 years or over","Males","Percentage","5.0"
"2019","FI1C","Etelä-Suomi","25 years or over","Females","Percentage","4.8"
"2019","FI1D","Pohjois- ja Itä-Suomi","25 years or over","Total","Percentage","6.4"
"2019","FI1D","Pohjois- ja Itä-Suomi","25 years or over","Males","Percentage","7.3"
"2019","FI1D","Pohjois- ja Itä-Suomi","25 years or over","Females","Percentage","5.4"
"2019","FI2","Åland","25 years or over","Total","Percentage",":"
"2019","FI2","Åland","25 years or over","Males","Percentage",":"
"2019","FI2","Åland","25 years or over","Females","Percentage",":"
"2019","FI20","Åland","25 years or over","Total","Percentage",":"
"2019","FI20","Åland","25 years or over","Males","Percentage",":"
"2019","FI20","Åland","25 years or over","Females","Percentage",":"
"2019","SE","Sweden","25 years or over","Total","Percentage","5.1"
"2019","SE","Sweden","25 years or over","Males","Percentage","5.0"
"2019","SE","Sweden","25 years or over","Females","Percentage","5.2"
"2019","SE1","Östra Sverige","25 years or over","Total","Percentage","4.9"
"2019","SE1","Östra Sverige","25 years or over","Males","Percentage","4.9"
"2019","SE1","Östra Sverige","25 years or over","Females","Percentage","4.9"
"2019","SE11","Stockholm","25 years or over","Total","Percentage","4.5"
"2019","SE11","Stockholm","25 years or over","Males","Percentage","4.6"
"2019","SE11","Stockholm","25 years or over","Females","Percentage","4.5"
"2019","SE12","Östra Mellansverige","25 years or over","Total","Percentage","5.5"
"2019","SE12","Östra Mellansverige","25 years or over","Males","Percentage","5.5"
"2019","SE12","Östra Mellansverige","25 years or over","Females","Percentage","5.5"
"2019","SE2","Södra Sverige","25 years or over","Total","Percentage","5.3"
"2019","SE2","Södra Sverige","25 years or over","Males","Percentage","5.0"
"2019","SE2","Södra Sverige","25 years or over","Females","Percentage","5.6"
"2019","SE21","Småland med öarna","25 years or over","Total","Percentage","4.3"
"2019","SE21","Småland med öarna","25 years or over","Males","Percentage","3.7"
"2019","SE21","Småland med öarna","25 years or over","Females","Percentage","4.9"
"2019","SE22","Sydsverige","25 years or over","Total","Percentage","6.9"
"2019","SE22","Sydsverige","25 years or over","Males","Percentage","6.9"
"2019","SE22","Sydsverige","25 years or over","Females","Percentage","6.9"
"2019","SE23","Västsverige","25 years or over","Total","Percentage","4.6"
"2019","SE23","Västsverige","25 years or over","Males","Percentage","4.1"
"2019","SE23","Västsverige","25 years or over","Females","Percentage","5.1"
"2019","SE3","Norra Sverige","25 years or over","Total","Percentage","5.1"
"2019","SE3","Norra Sverige","25 years or over","Males","Percentage","5.0"
"2019","SE3","Norra Sverige","25 years or over","Females","Percentage","5.2"
"2019","SE31","Norra Mellansverige","25 years or over","Total","Percentage","5.7"
"2019","SE31","Norra Mellansverige","25 years or over","Males","Percentage","5.6"
"2019","SE31","Norra Mellansverige","25 years or over","Females","Percentage","5.8"
"2019","SE32","Mellersta Norrland","25 years or over","Total","Percentage","4.4"
"2019","SE32","Mellersta Norrland","25 years or over","Males","Percentage","4.9"
"2019","SE32","Mellersta Norrland","25 years or over","Females","Percentage",":"
"2019","SE33","Övre Norrland","25 years or over","Total","Percentage","4.6"
"2019","SE33","Övre Norrland","25 years or over","Males","Percentage","4.1"
"2019","SE33","Övre Norrland","25 years or over","Females","Percentage","5.1"
"2019","IS","Iceland","25 years or over","Total","Percentage","2.6"
"2019","IS","Iceland","25 years or over","Males","Percentage","2.5"
"2019","IS","Iceland","25 years or over","Females","Percentage","2.6"
"2019","IS0","Ísland","25 years or over","Total","Percentage","2.6"
"2019","IS0","Ísland","25 years or over","Males","Percentage","2.5"
"2019","IS0","Ísland","25 years or over","Females","Percentage","2.6"
"2019","IS00","Ísland","25 years or over","Total","Percentage","2.6"
"2019","IS00","Ísland","25 years or over","Males","Percentage","2.5"
"2019","IS00","Ísland","25 years or over","Females","Percentage","2.6"
"2019","NO","Norway","25 years or over","Total","Percentage","2.8"
"2019","NO","Norway","25 years or over","Males","Percentage","3.0"
"2019","NO","Norway","25 years or over","Females","Percentage","2.4"
"2019","NO0","Norge","25 years or over","Total","Percentage","2.8"
"2019","NO0","Norge","25 years or over","Males","Percentage","3.0"
"2019","NO0","Norge","25 years or over","Females","Percentage","2.4"
"2019","NO01","Oslo og Akershus (statistical region 2016)","25 years or over","Total","Percentage","3.1"
"2019","NO01","Oslo og Akershus (statistical region 2016)","25 years or over","Males","Percentage","3.2"
"2019","NO01","Oslo og Akershus (statistical region 2016)","25 years or over","Females","Percentage","3.1"
"2019","NO02","Innlandet","25 years or over","Total","Percentage",":"
"2019","NO02","Innlandet","25 years or over","Males","Percentage",":"
"2019","NO02","Innlandet","25 years or over","Females","Percentage",":"
"2019","NO03","Sør-Østlandet (statistical region 2016)","25 years or over","Total","Percentage","2.7"
"2019","NO03","Sør-Østlandet (statistical region 2016)","25 years or over","Males","Percentage","3.3"
"2019","NO03","Sør-Østlandet (statistical region 2016)","25 years or over","Females","Percentage",":"
"2019","NO04","Agder og Rogaland (statistical region 2016)","25 years or over","Total","Percentage","2.9"
"2019","NO04","Agder og Rogaland (statistical region 2016)","25 years or over","Males","Percentage","3.0"
"2019","NO04","Agder og Rogaland (statistical region 2016)","25 years or over","Females","Percentage",":"
"2019","NO05","Vestlandet (statistical region 2016)","25 years or over","Total","Percentage","2.7"
"2019","NO05","Vestlandet (statistical region 2016)","25 years or over","Males","Percentage","3.2"
"2019","NO05","Vestlandet (statistical region 2016)","25 years or over","Females","Percentage",":"
"2019","NO06","Trøndelag","25 years or over","Total","Percentage","2.5"
"2019","NO06","Trøndelag","25 years or over","Males","Percentage",":"
"2019","NO06","Trøndelag","25 years or over","Females","Percentage",":"
"2019","NO07","Nord-Norge","25 years or over","Total","Percentage",":"
"2019","NO07","Nord-Norge","25 years or over","Males","Percentage",":"
"2019","NO07","Nord-Norge","25 years or over","Females","Percentage",":"
"2019","CH","Switzerland","25 years or over","Total","Percentage","3.9"
"2019","CH","Switzerland","25 years or over","Males","Percentage","3.5"
"2019","CH","Switzerland","25 years or over","Females","Percentage","4.4"
"2019","CH0","Schweiz/Suisse/Svizzera","25 years or over","Total","Percentage","3.9"
"2019","CH0","Schweiz/Suisse/Svizzera","25 years or over","Males","Percentage","3.5"
"2019","CH0","Schweiz/Suisse/Svizzera","25 years or over","Females","Percentage","4.4"
"2019","CH01","Région lémanique","25 years or over","Total","Percentage","6.6"
"2019","CH01","Région lémanique","25 years or over","Males","Percentage","6.2"
"2019","CH01","Région lémanique","25 years or over","Females","Percentage","7.0"
"2019","CH02","Espace Mittelland","25 years or over","Total","Percentage","3.3"
"2019","CH02","Espace Mittelland","25 years or over","Males","Percentage","3.3"
"2019","CH02","Espace Mittelland","25 years or over","Females","Percentage","3.3"
"2019","CH03","Nordwestschweiz","25 years or over","Total","Percentage","3.2"
"2019","CH03","Nordwestschweiz","25 years or over","Males","Percentage","2.8"
"2019","CH03","Nordwestschweiz","25 years or over","Females","Percentage","3.7"
"2019","CH04","Zürich","25 years or over","Total","Percentage","3.6"
"2019","CH04","Zürich","25 years or over","Males","Percentage","2.8"
"2019","CH04","Zürich","25 years or over","Females","Percentage","4.6"
"2019","CH05","Ostschweiz","25 years or over","Total","Percentage","3.0"
"2019","CH05","Ostschweiz","25 years or over","Males","Percentage","2.7"
"2019","CH05","Ostschweiz","25 years or over","Females","Percentage","3.4"
"2019","CH06","Zentralschweiz","25 years or over","Total","Percentage","2.4"
"2019","CH06","Zentralschweiz","25 years or over","Males","Percentage","2.2"
"2019","CH06","Zentralschweiz","25 years or over","Females","Percentage","2.6"
"2019","CH07","Ticino","25 years or over","Total","Percentage","5.6"
"2019","CH07","Ticino","25 years or over","Males","Percentage","4.4"
"2019","CH07","Ticino","25 years or over","Females","Percentage","7.0"
