"TIME","GEO","AGE","SEX","UNIT","Value"
"2019","HU31","From 15 to 24 years","Total","Percentage","12.3"
"2019","HU31","From 15 to 24 years","Males","Percentage","12.2"
"2019","HU31","From 15 to 24 years","Females","Percentage",":"
"2019","HU31","25 years or over","Total","Percentage","3.7"
"2019","HU31","25 years or over","Males","Percentage","3.6"
"2019","HU31","25 years or over","Females","Percentage","3.9"
"2019","HU32","From 15 to 24 years","Total","Percentage","16.8"
"2019","HU32","From 15 to 24 years","Males","Percentage","15.3"
"2019","HU32","From 15 to 24 years","Females","Percentage","19.2"
"2019","HU32","25 years or over","Total","Percentage","5.4"
"2019","HU32","25 years or over","Males","Percentage","5.5"
"2019","HU32","25 years or over","Females","Percentage","5.2"
"2019","HU33","From 15 to 24 years","Total","Percentage","15.4"
"2019","HU33","From 15 to 24 years","Males","Percentage","17.1"
"2019","HU33","From 15 to 24 years","Females","Percentage",":"
"2019","HU33","25 years or over","Total","Percentage","2.7"
"2019","HU33","25 years or over","Males","Percentage","2.5"
"2019","HU33","25 years or over","Females","Percentage","2.9"
"2019","MT","From 15 to 24 years","Total","Percentage","9.3"
"2019","MT","From 15 to 24 years","Males","Percentage","10.5"
"2019","MT","From 15 to 24 years","Females","Percentage","8.0"
"2019","MT","25 years or over","Total","Percentage","2.9"
"2019","MT","25 years or over","Males","Percentage","2.5"
"2019","MT","25 years or over","Females","Percentage","3.4"
"2019","MT0","From 15 to 24 years","Total","Percentage","9.3"
"2019","MT0","From 15 to 24 years","Males","Percentage","10.5"
"2019","MT0","From 15 to 24 years","Females","Percentage","8.0"
"2019","MT0","25 years or over","Total","Percentage","2.9"
"2019","MT0","25 years or over","Males","Percentage","2.5"
"2019","MT0","25 years or over","Females","Percentage","3.4"
"2019","MT00","From 15 to 24 years","Total","Percentage","9.3"
"2019","MT00","From 15 to 24 years","Males","Percentage","10.5"
"2019","MT00","From 15 to 24 years","Females","Percentage","8.0"
"2019","MT00","25 years or over","Total","Percentage","2.9"
"2019","MT00","25 years or over","Males","Percentage","2.5"
"2019","MT00","25 years or over","Females","Percentage","3.4"
"2019","NL","From 15 to 24 years","Total","Percentage","6.7"
"2019","NL","From 15 to 24 years","Males","Percentage","7.3"
"2019","NL","From 15 to 24 years","Females","Percentage","6.2"
"2019","NL","25 years or over","Total","Percentage","2.7"
"2019","NL","25 years or over","Males","Percentage","2.7"
"2019","NL","25 years or over","Females","Percentage","2.8"
"2019","NL1","From 15 to 24 years","Total","Percentage","9.0"
"2019","NL1","From 15 to 24 years","Males","Percentage","10.3"
"2019","NL1","From 15 to 24 years","Females","Percentage","7.8"
"2019","NL1","25 years or over","Total","Percentage","2.8"
"2019","NL1","25 years or over","Males","Percentage","2.8"
"2019","NL1","25 years or over","Females","Percentage","2.8"
"2019","NL11","From 15 to 24 years","Total","Percentage","10.7"
"2019","NL11","From 15 to 24 years","Males","Percentage","12.4"
"2019","NL11","From 15 to 24 years","Females","Percentage","9.1"
"2019","NL11","25 years or over","Total","Percentage","3.7"
"2019","NL11","25 years or over","Males","Percentage","4.1"
"2019","NL11","25 years or over","Females","Percentage","3.2"
"2019","NL12","From 15 to 24 years","Total","Percentage","8.1"
"2019","NL12","From 15 to 24 years","Males","Percentage","9.3"
"2019","NL12","From 15 to 24 years","Females","Percentage","7.0"
"2019","NL12","25 years or over","Total","Percentage","2.8"
"2019","NL12","25 years or over","Males","Percentage","2.6"
"2019","NL12","25 years or over","Females","Percentage","3.0"
"2019","NL13","From 15 to 24 years","Total","Percentage","7.9"
"2019","NL13","From 15 to 24 years","Males","Percentage","8.8"
"2019","NL13","From 15 to 24 years","Females","Percentage",":"
"2019","NL13","25 years or over","Total","Percentage","1.9"
"2019","NL13","25 years or over","Males","Percentage","1.7"
"2019","NL13","25 years or over","Females","Percentage","2.1"
"2019","NL2","From 15 to 24 years","Total","Percentage","6.1"
"2019","NL2","From 15 to 24 years","Males","Percentage","6.3"
"2019","NL2","From 15 to 24 years","Females","Percentage","5.9"
"2019","NL2","25 years or over","Total","Percentage","2.5"
"2019","NL2","25 years or over","Males","Percentage","2.4"
"2019","NL2","25 years or over","Females","Percentage","2.7"
"2019","NL21","From 15 to 24 years","Total","Percentage","5.4"
"2019","NL21","From 15 to 24 years","Males","Percentage","4.7"
"2019","NL21","From 15 to 24 years","Females","Percentage","6.1"
"2019","NL21","25 years or over","Total","Percentage","2.6"
"2019","NL21","25 years or over","Males","Percentage","2.5"
"2019","NL21","25 years or over","Females","Percentage","2.6"
"2019","NL22","From 15 to 24 years","Total","Percentage","6.1"
"2019","NL22","From 15 to 24 years","Males","Percentage","6.8"
"2019","NL22","From 15 to 24 years","Females","Percentage","5.5"
"2019","NL22","25 years or over","Total","Percentage","2.5"
"2019","NL22","25 years or over","Males","Percentage","2.3"
"2019","NL22","25 years or over","Females","Percentage","2.7"
"2019","NL23","From 15 to 24 years","Total","Percentage","8.1"
"2019","NL23","From 15 to 24 years","Males","Percentage","8.3"
"2019","NL23","From 15 to 24 years","Females","Percentage",":"
"2019","NL23","25 years or over","Total","Percentage","2.7"
"2019","NL23","25 years or over","Males","Percentage","2.3"
"2019","NL23","25 years or over","Females","Percentage","3.0"
"2019","NL3","From 15 to 24 years","Total","Percentage","6.8"
"2019","NL3","From 15 to 24 years","Males","Percentage","7.2"
"2019","NL3","From 15 to 24 years","Females","Percentage","6.4"
"2019","NL3","25 years or over","Total","Percentage","2.9"
"2019","NL3","25 years or over","Males","Percentage","2.9"
"2019","NL3","25 years or over","Females","Percentage","2.9"
"2019","NL31","From 15 to 24 years","Total","Percentage","5.6"
"2019","NL31","From 15 to 24 years","Males","Percentage","5.9"
"2019","NL31","From 15 to 24 years","Females","Percentage","5.3"
"2019","NL31","25 years or over","Total","Percentage","2.5"
"2019","NL31","25 years or over","Males","Percentage","2.6"
"2019","NL31","25 years or over","Females","Percentage","2.4"
"2019","NL32","From 15 to 24 years","Total","Percentage","6.5"
"2019","NL32","From 15 to 24 years","Males","Percentage","6.8"
"2019","NL32","From 15 to 24 years","Females","Percentage","6.1"
"2019","NL32","25 years or over","Total","Percentage","2.6"
"2019","NL32","25 years or over","Males","Percentage","2.8"
"2019","NL32","25 years or over","Females","Percentage","2.3"
"2019","NL33","From 15 to 24 years","Total","Percentage","7.8"
"2019","NL33","From 15 to 24 years","Males","Percentage","8.3"
"2019","NL33","From 15 to 24 years","Females","Percentage","7.2"
"2019","NL33","25 years or over","Total","Percentage","3.3"
"2019","NL33","25 years or over","Males","Percentage","3.2"
"2019","NL33","25 years or over","Females","Percentage","3.6"
"2019","NL34","From 15 to 24 years","Total","Percentage",":"
"2019","NL34","From 15 to 24 years","Males","Percentage",":"
"2019","NL34","From 15 to 24 years","Females","Percentage",":"
"2019","NL34","25 years or over","Total","Percentage","2.2"
"2019","NL34","25 years or over","Males","Percentage","1.9"
"2019","NL34","25 years or over","Females","Percentage","2.7"
"2019","NL4","From 15 to 24 years","Total","Percentage","6.1"
"2019","NL4","From 15 to 24 years","Males","Percentage","6.9"
"2019","NL4","From 15 to 24 years","Females","Percentage","5.2"
"2019","NL4","25 years or over","Total","Percentage","2.6"
"2019","NL4","25 years or over","Males","Percentage","2.6"
"2019","NL4","25 years or over","Females","Percentage","2.6"
"2019","NL41","From 15 to 24 years","Total","Percentage","6.0"
"2019","NL41","From 15 to 24 years","Males","Percentage","6.6"
"2019","NL41","From 15 to 24 years","Females","Percentage","5.3"
"2019","NL41","25 years or over","Total","Percentage","2.6"
"2019","NL41","25 years or over","Males","Percentage","2.6"
"2019","NL41","25 years or over","Females","Percentage","2.7"
"2019","NL42","From 15 to 24 years","Total","Percentage","6.3"
"2019","NL42","From 15 to 24 years","Males","Percentage","7.6"
"2019","NL42","From 15 to 24 years","Females","Percentage","5.0"
"2019","NL42","25 years or over","Total","Percentage","2.5"
"2019","NL42","25 years or over","Males","Percentage","2.6"
"2019","NL42","25 years or over","Females","Percentage","2.4"
"2019","AT","From 15 to 24 years","Total","Percentage","8.5"
"2019","AT","From 15 to 24 years","Males","Percentage","9.2"
"2019","AT","From 15 to 24 years","Females","Percentage","7.8"
"2019","AT","25 years or over","Total","Percentage","4.0"
"2019","AT","25 years or over","Males","Percentage","4.0"
"2019","AT","25 years or over","Females","Percentage","3.9"
"2019","AT1","From 15 to 24 years","Total","Percentage","12.2"
"2019","AT1","From 15 to 24 years","Males","Percentage","12.6"
"2019","AT1","From 15 to 24 years","Females","Percentage","11.8"
"2019","AT1","25 years or over","Total","Percentage","5.9"
"2019","AT1","25 years or over","Males","Percentage","6.3"
"2019","AT1","25 years or over","Females","Percentage","5.4"
"2019","AT11","From 15 to 24 years","Total","Percentage",":"
"2019","AT11","From 15 to 24 years","Males","Percentage",":"
"2019","AT11","From 15 to 24 years","Females","Percentage",":"
"2019","AT11","25 years or over","Total","Percentage","3.4"
"2019","AT11","25 years or over","Males","Percentage",":"
"2019","AT11","25 years or over","Females","Percentage",":"
"2019","AT12","From 15 to 24 years","Total","Percentage","8.9"
"2019","AT12","From 15 to 24 years","Males","Percentage","8.7"
"2019","AT12","From 15 to 24 years","Females","Percentage","9.2"
"2019","AT12","25 years or over","Total","Percentage","3.4"
"2019","AT12","25 years or over","Males","Percentage","3.5"
"2019","AT12","25 years or over","Females","Percentage","3.3"
"2019","AT13","From 15 to 24 years","Total","Percentage","15.9"
"2019","AT13","From 15 to 24 years","Males","Percentage","17.2"
"2019","AT13","From 15 to 24 years","Females","Percentage","14.5"
"2019","AT13","25 years or over","Total","Percentage","8.5"
"2019","AT13","25 years or over","Males","Percentage","9.3"
"2019","AT13","25 years or over","Females","Percentage","7.5"
"2019","AT2","From 15 to 24 years","Total","Percentage","6.1"
"2019","AT2","From 15 to 24 years","Males","Percentage","6.7"
"2019","AT2","From 15 to 24 years","Females","Percentage",":"
"2019","AT2","25 years or over","Total","Percentage","3.0"
"2019","AT2","25 years or over","Males","Percentage","2.5"
"2019","AT2","25 years or over","Females","Percentage","3.6"
"2019","AT21","From 15 to 24 years","Total","Percentage",":"
"2019","AT21","From 15 to 24 years","Males","Percentage",":"
"2019","AT21","From 15 to 24 years","Females","Percentage",":"
"2019","AT21","25 years or over","Total","Percentage","3.4"
"2019","AT21","25 years or over","Males","Percentage","2.9"
"2019","AT21","25 years or over","Females","Percentage","4.0"
"2019","AT22","From 15 to 24 years","Total","Percentage","6.0"
"2019","AT22","From 15 to 24 years","Males","Percentage",":"
"2019","AT22","From 15 to 24 years","Females","Percentage",":"
"2019","AT22","25 years or over","Total","Percentage","2.9"
"2019","AT22","25 years or over","Males","Percentage","2.4"
"2019","AT22","25 years or over","Females","Percentage","3.4"
"2019","AT3","From 15 to 24 years","Total","Percentage","6.1"
"2019","AT3","From 15 to 24 years","Males","Percentage","7.0"
"2019","AT3","From 15 to 24 years","Females","Percentage","5.0"
"2019","AT3","25 years or over","Total","Percentage","2.2"
"2019","AT3","25 years or over","Males","Percentage","2.1"
"2019","AT3","25 years or over","Females","Percentage","2.3"
"2019","AT31","From 15 to 24 years","Total","Percentage","5.8"
"2019","AT31","From 15 to 24 years","Males","Percentage","6.8"
"2019","AT31","From 15 to 24 years","Females","Percentage",":"
"2019","AT31","25 years or over","Total","Percentage","2.5"
"2019","AT31","25 years or over","Males","Percentage","2.4"
"2019","AT31","25 years or over","Females","Percentage","2.6"
"2019","AT32","From 15 to 24 years","Total","Percentage",":"
"2019","AT32","From 15 to 24 years","Males","Percentage",":"
"2019","AT32","From 15 to 24 years","Females","Percentage",":"
"2019","AT32","25 years or over","Total","Percentage","1.9"
"2019","AT32","25 years or over","Males","Percentage",":"
"2019","AT32","25 years or over","Females","Percentage",":"
"2019","AT33","From 15 to 24 years","Total","Percentage",":"
"2019","AT33","From 15 to 24 years","Males","Percentage",":"
"2019","AT33","From 15 to 24 years","Females","Percentage",":"
"2019","AT33","25 years or over","Total","Percentage","1.6"
"2019","AT33","25 years or over","Males","Percentage",":"
"2019","AT33","25 years or over","Females","Percentage","1.8"
"2019","AT34","From 15 to 24 years","Total","Percentage",":"
"2019","AT34","From 15 to 24 years","Males","Percentage",":"
"2019","AT34","From 15 to 24 years","Females","Percentage",":"
"2019","AT34","25 years or over","Total","Percentage","2.5"
"2019","AT34","25 years or over","Males","Percentage",":"
"2019","AT34","25 years or over","Females","Percentage",":"
"2019","PL","From 15 to 24 years","Total","Percentage","9.9"
"2019","PL","From 15 to 24 years","Males","Percentage","9.6"
"2019","PL","From 15 to 24 years","Females","Percentage","10.3"
"2019","PL","25 years or over","Total","Percentage","2.8"
"2019","PL","25 years or over","Males","Percentage","2.5"
"2019","PL","25 years or over","Females","Percentage","3.1"
"2019","PL2","From 15 to 24 years","Total","Percentage","8.3"
"2019","PL2","From 15 to 24 years","Males","Percentage","9.0"
"2019","PL2","From 15 to 24 years","Females","Percentage","7.5"
"2019","PL2","25 years or over","Total","Percentage","2.1"
"2019","PL2","25 years or over","Males","Percentage","1.7"
"2019","PL2","25 years or over","Females","Percentage","2.7"
"2019","PL21","From 15 to 24 years","Total","Percentage","9.8"
"2019","PL21","From 15 to 24 years","Males","Percentage","9.4"
"2019","PL21","From 15 to 24 years","Females","Percentage","10.3"
"2019","PL21","25 years or over","Total","Percentage","2.3"
"2019","PL21","25 years or over","Males","Percentage","2.0"
"2019","PL21","25 years or over","Females","Percentage","2.5"
"2019","PL22","From 15 to 24 years","Total","Percentage","7.1"
"2019","PL22","From 15 to 24 years","Males","Percentage","8.6"
"2019","PL22","From 15 to 24 years","Females","Percentage",":"
"2019","PL22","25 years or over","Total","Percentage","2.0"
"2019","PL22","25 years or over","Males","Percentage","1.4"
"2019","PL22","25 years or over","Females","Percentage","2.8"
"2019","PL4","From 15 to 24 years","Total","Percentage","7.6"
"2019","PL4","From 15 to 24 years","Males","Percentage","7.2"
"2019","PL4","From 15 to 24 years","Females","Percentage","8.2"
"2019","PL4","25 years or over","Total","Percentage","2.2"
"2019","PL4","25 years or over","Males","Percentage","1.9"
"2019","PL4","25 years or over","Females","Percentage","2.6"
"2019","PL41","From 15 to 24 years","Total","Percentage","7.9"
"2019","PL41","From 15 to 24 years","Males","Percentage","8.0"
"2019","PL41","From 15 to 24 years","Females","Percentage","7.8"
"2019","PL41","25 years or over","Total","Percentage","2.1"
"2019","PL41","25 years or over","Males","Percentage","1.7"
"2019","PL41","25 years or over","Females","Percentage","2.6"
"2019","PL42","From 15 to 24 years","Total","Percentage",":"
"2019","PL42","From 15 to 24 years","Males","Percentage",":"
"2019","PL42","From 15 to 24 years","Females","Percentage",":"
"2019","PL42","25 years or over","Total","Percentage","2.9"
"2019","PL42","25 years or over","Males","Percentage","2.6"
"2019","PL42","25 years or over","Females","Percentage","3.3"
"2019","PL43","From 15 to 24 years","Total","Percentage",":"
"2019","PL43","From 15 to 24 years","Males","Percentage",":"
"2019","PL43","From 15 to 24 years","Females","Percentage",":"
"2019","PL43","25 years or over","Total","Percentage","1.7"
"2019","PL43","25 years or over","Males","Percentage",":"
"2019","PL43","25 years or over","Females","Percentage",":"
"2019","PL5","From 15 to 24 years","Total","Percentage","9.9"
"2019","PL5","From 15 to 24 years","Males","Percentage","11.2"
"2019","PL5","From 15 to 24 years","Females","Percentage",":"
"2019","PL5","25 years or over","Total","Percentage","2.8"
"2019","PL5","25 years or over","Males","Percentage","2.5"
"2019","PL5","25 years or over","Females","Percentage","3.2"
"2019","PL51","From 15 to 24 years","Total","Percentage","10.3"
"2019","PL51","From 15 to 24 years","Males","Percentage","12.1"
"2019","PL51","From 15 to 24 years","Females","Percentage",":"
"2019","PL51","25 years or over","Total","Percentage","2.8"
"2019","PL51","25 years or over","Males","Percentage","2.5"
"2019","PL51","25 years or over","Females","Percentage","3.2"
"2019","PL52","From 15 to 24 years","Total","Percentage",":"
"2019","PL52","From 15 to 24 years","Males","Percentage",":"
"2019","PL52","From 15 to 24 years","Females","Percentage",":"
"2019","PL52","25 years or over","Total","Percentage","2.7"
"2019","PL52","25 years or over","Males","Percentage","2.4"
"2019","PL52","25 years or over","Females","Percentage","3.2"
"2019","PL6","From 15 to 24 years","Total","Percentage","9.1"
"2019","PL6","From 15 to 24 years","Males","Percentage","8.5"
"2019","PL6","From 15 to 24 years","Females","Percentage","10.1"
"2019","PL6","25 years or over","Total","Percentage","2.8"
"2019","PL6","25 years or over","Males","Percentage","2.2"
"2019","PL6","25 years or over","Females","Percentage","3.7"
"2019","PL61","From 15 to 24 years","Total","Percentage","11.6"
"2019","PL61","From 15 to 24 years","Males","Percentage",":"
"2019","PL61","From 15 to 24 years","Females","Percentage",":"
"2019","PL61","25 years or over","Total","Percentage","3.3"
"2019","PL61","25 years or over","Males","Percentage","2.5"
"2019","PL61","25 years or over","Females","Percentage","4.2"
"2019","PL62","From 15 to 24 years","Total","Percentage",":"
"2019","PL62","From 15 to 24 years","Males","Percentage",":"
"2019","PL62","From 15 to 24 years","Females","Percentage",":"
"2019","PL62","25 years or over","Total","Percentage","2.9"
"2019","PL62","25 years or over","Males","Percentage","2.2"
"2019","PL62","25 years or over","Females","Percentage","3.9"
"2019","PL63","From 15 to 24 years","Total","Percentage","7.3"
"2019","PL63","From 15 to 24 years","Males","Percentage",":"
"2019","PL63","From 15 to 24 years","Females","Percentage",":"
"2019","PL63","25 years or over","Total","Percentage","2.4"
"2019","PL63","25 years or over","Males","Percentage","1.8"
"2019","PL63","25 years or over","Females","Percentage","3.1"
"2019","PL7","From 15 to 24 years","Total","Percentage","10.9"
"2019","PL7","From 15 to 24 years","Males","Percentage","11.1"
"2019","PL7","From 15 to 24 years","Females","Percentage",":"
"2019","PL7","25 years or over","Total","Percentage","3.3"
"2019","PL7","25 years or over","Males","Percentage","3.4"
"2019","PL7","25 years or over","Females","Percentage","3.2"
"2019","PL71","From 15 to 24 years","Total","Percentage","10.6"
"2019","PL71","From 15 to 24 years","Males","Percentage",":"
"2019","PL71","From 15 to 24 years","Females","Percentage",":"
"2019","PL71","25 years or over","Total","Percentage","3.2"
"2019","PL71","25 years or over","Males","Percentage","3.1"
"2019","PL71","25 years or over","Females","Percentage","3.2"
"2019","PL72","From 15 to 24 years","Total","Percentage",":"
"2019","PL72","From 15 to 24 years","Males","Percentage",":"
"2019","PL72","From 15 to 24 years","Females","Percentage",":"
"2019","PL72","25 years or over","Total","Percentage","3.6"
"2019","PL72","25 years or over","Males","Percentage","3.9"
"2019","PL72","25 years or over","Females","Percentage","3.2"
"2019","PL8","From 15 to 24 years","Total","Percentage","16.2"
"2019","PL8","From 15 to 24 years","Males","Percentage","13.4"
"2019","PL8","From 15 to 24 years","Females","Percentage","20.5"
"2019","PL8","25 years or over","Total","Percentage","3.9"
"2019","PL8","25 years or over","Males","Percentage","3.6"
"2019","PL8","25 years or over","Females","Percentage","4.2"
"2019","PL81","From 15 to 24 years","Total","Percentage","18.0"
"2019","PL81","From 15 to 24 years","Males","Percentage","16.2"
"2019","PL81","From 15 to 24 years","Females","Percentage","20.6"
"2019","PL81","25 years or over","Total","Percentage","4.5"
"2019","PL81","25 years or over","Males","Percentage","4.4"
"2019","PL81","25 years or over","Females","Percentage","4.5"
"2019","PL82","From 15 to 24 years","Total","Percentage","17.0"
"2019","PL82","From 15 to 24 years","Males","Percentage","12.8"
"2019","PL82","From 15 to 24 years","Females","Percentage","24.4"
"2019","PL82","25 years or over","Total","Percentage","4.2"
"2019","PL82","25 years or over","Males","Percentage","3.6"
"2019","PL82","25 years or over","Females","Percentage","4.9"
"2019","PL84","From 15 to 24 years","Total","Percentage",":"
"2019","PL84","From 15 to 24 years","Males","Percentage",":"
"2019","PL84","From 15 to 24 years","Females","Percentage",":"
"2019","PL84","25 years or over","Total","Percentage","2.4"
"2019","PL84","25 years or over","Males","Percentage","2.4"
"2019","PL84","25 years or over","Females","Percentage","2.5"
"2019","PL9","From 15 to 24 years","Total","Percentage","9.0"
"2019","PL9","From 15 to 24 years","Males","Percentage","8.7"
"2019","PL9","From 15 to 24 years","Females","Percentage","9.4"
"2019","PL9","25 years or over","Total","Percentage","2.7"
"2019","PL9","25 years or over","Males","Percentage","2.8"
"2019","PL9","25 years or over","Females","Percentage","2.5"
"2019","PL91","From 15 to 24 years","Total","Percentage","6.9"
"2019","PL91","From 15 to 24 years","Males","Percentage",":"
"2019","PL91","From 15 to 24 years","Females","Percentage",":"
"2019","PL91","25 years or over","Total","Percentage","1.8"
"2019","PL91","25 years or over","Males","Percentage","2.1"
"2019","PL91","25 years or over","Females","Percentage","1.4"
"2019","PL92","From 15 to 24 years","Total","Percentage","11.0"
"2019","PL92","From 15 to 24 years","Males","Percentage",":"
"2019","PL92","From 15 to 24 years","Females","Percentage",":"
"2019","PL92","25 years or over","Total","Percentage","4.0"
"2019","PL92","25 years or over","Males","Percentage","3.8"
"2019","PL92","25 years or over","Females","Percentage","4.2"
"2019","PT","From 15 to 24 years","Total","Percentage","18.3"
"2019","PT","From 15 to 24 years","Males","Percentage","15.5"
"2019","PT","From 15 to 24 years","Females","Percentage","21.4"
"2019","PT","25 years or over","Total","Percentage","5.6"
"2019","PT","25 years or over","Males","Percentage","5.0"
"2019","PT","25 years or over","Females","Percentage","6.1"
"2019","PT1","From 15 to 24 years","Total","Percentage","17.9"
"2019","PT1","From 15 to 24 years","Males","Percentage","15.1"
"2019","PT1","From 15 to 24 years","Females","Percentage","21.0"
"2019","PT1","25 years or over","Total","Percentage","5.5"
"2019","PT1","25 years or over","Males","Percentage","5.0"
"2019","PT1","25 years or over","Females","Percentage","6.1"
"2019","PT11","From 15 to 24 years","Total","Percentage","16.7"
"2019","PT11","From 15 to 24 years","Males","Percentage","13.9"
"2019","PT11","From 15 to 24 years","Females","Percentage","19.7"
"2019","PT11","25 years or over","Total","Percentage","5.8"
"2019","PT11","25 years or over","Males","Percentage","5.2"
"2019","PT11","25 years or over","Females","Percentage","6.5"
"2019","PT15","From 15 to 24 years","Total","Percentage",":"
"2019","PT15","From 15 to 24 years","Males","Percentage",":"
"2019","PT15","From 15 to 24 years","Females","Percentage",":"
"2019","PT15","25 years or over","Total","Percentage","5.9"
"2019","PT15","25 years or over","Males","Percentage","5.8"
"2019","PT15","25 years or over","Females","Percentage","6.0"
"2019","PT16","From 15 to 24 years","Total","Percentage","14.6"
"2019","PT16","From 15 to 24 years","Males","Percentage",":"
"2019","PT16","From 15 to 24 years","Females","Percentage","20.2"
"2019","PT16","25 years or over","Total","Percentage","4.2"
"2019","PT16","25 years or over","Males","Percentage","3.8"
"2019","PT16","25 years or over","Females","Percentage","4.7"
"2019","PT17","From 15 to 24 years","Total","Percentage","21.2"
"2019","PT17","From 15 to 24 years","Males","Percentage","19.6"
"2019","PT17","From 15 to 24 years","Females","Percentage","22.7"
"2019","PT17","25 years or over","Total","Percentage","6.1"
"2019","PT17","25 years or over","Males","Percentage","5.3"
"2019","PT17","25 years or over","Females","Percentage","6.8"
"2019","PT18","From 15 to 24 years","Total","Percentage",":"
"2019","PT18","From 15 to 24 years","Males","Percentage",":"
"2019","PT18","From 15 to 24 years","Females","Percentage",":"
"2019","PT18","25 years or over","Total","Percentage","6.0"
"2019","PT18","25 years or over","Males","Percentage","5.9"
"2019","PT18","25 years or over","Females","Percentage","6.1"
"2019","PT2","From 15 to 24 years","Total","Percentage",":"
"2019","PT2","From 15 to 24 years","Males","Percentage",":"
"2019","PT2","From 15 to 24 years","Females","Percentage",":"
"2019","PT2","25 years or over","Total","Percentage","6.2"
"2019","PT2","25 years or over","Males","Percentage",":"
"2019","PT2","25 years or over","Females","Percentage",":"
"2019","PT20","From 15 to 24 years","Total","Percentage",":"
"2019","PT20","From 15 to 24 years","Males","Percentage",":"
"2019","PT20","From 15 to 24 years","Females","Percentage",":"
"2019","PT20","25 years or over","Total","Percentage","6.2"
"2019","PT20","25 years or over","Males","Percentage",":"
"2019","PT20","25 years or over","Females","Percentage",":"
"2019","PT3","From 15 to 24 years","Total","Percentage",":"
"2019","PT3","From 15 to 24 years","Males","Percentage",":"
"2019","PT3","From 15 to 24 years","Females","Percentage",":"
"2019","PT3","25 years or over","Total","Percentage","5.7"
"2019","PT3","25 years or over","Males","Percentage",":"
"2019","PT3","25 years or over","Females","Percentage",":"
"2019","PT30","From 15 to 24 years","Total","Percentage",":"
"2019","PT30","From 15 to 24 years","Males","Percentage",":"
"2019","PT30","From 15 to 24 years","Females","Percentage",":"
"2019","PT30","25 years or over","Total","Percentage","5.7"
"2019","PT30","25 years or over","Males","Percentage",":"
"2019","PT30","25 years or over","Females","Percentage",":"
"2019","RO","From 15 to 24 years","Total","Percentage","16.8"
"2019","RO","From 15 to 24 years","Males","Percentage","16.3"
"2019","RO","From 15 to 24 years","Females","Percentage","17.5"
"2019","RO","25 years or over","Total","Percentage","3.0"
"2019","RO","25 years or over","Males","Percentage","3.4"
"2019","RO","25 years or over","Females","Percentage","2.5"
"2019","RO1","From 15 to 24 years","Total","Percentage","20.4"
"2019","RO1","From 15 to 24 years","Males","Percentage","21.4"
"2019","RO1","From 15 to 24 years","Females","Percentage","18.7"
"2019","RO1","25 years or over","Total","Percentage","3.1"
"2019","RO1","25 years or over","Males","Percentage","3.6"
"2019","RO1","25 years or over","Females","Percentage","2.4"
"2019","RO11","From 15 to 24 years","Total","Percentage","11.4"
"2019","RO11","From 15 to 24 years","Males","Percentage",":"
"2019","RO11","From 15 to 24 years","Females","Percentage",":"
"2019","RO11","25 years or over","Total","Percentage","2.6"
"2019","RO11","25 years or over","Males","Percentage","2.7"
"2019","RO11","25 years or over","Females","Percentage","2.4"
"2019","RO12","From 15 to 24 years","Total","Percentage","30.6"
"2019","RO12","From 15 to 24 years","Males","Percentage","31.0"
"2019","RO12","From 15 to 24 years","Females","Percentage",":"
"2019","RO12","25 years or over","Total","Percentage","3.7"
"2019","RO12","25 years or over","Males","Percentage","4.6"
"2019","RO12","25 years or over","Females","Percentage","2.5"
"2019","RO2","From 15 to 24 years","Total","Percentage","13.3"
"2019","RO2","From 15 to 24 years","Males","Percentage","12.1"
"2019","RO2","From 15 to 24 years","Females","Percentage","15.3"
"2019","RO2","25 years or over","Total","Percentage","2.7"
"2019","RO2","25 years or over","Males","Percentage","2.8"
"2019","RO2","25 years or over","Females","Percentage","2.6"
"2019","RO21","From 15 to 24 years","Total","Percentage","8.5"
"2019","RO21","From 15 to 24 years","Males","Percentage","7.4"
"2019","RO21","From 15 to 24 years","Females","Percentage","10.3"
"2019","RO21","25 years or over","Total","Percentage","1.3"
"2019","RO21","25 years or over","Males","Percentage","1.3"
"2019","RO21","25 years or over","Females","Percentage","1.4"
"2019","RO22","From 15 to 24 years","Total","Percentage","23.0"
"2019","RO22","From 15 to 24 years","Males","Percentage","21.1"
"2019","RO22","From 15 to 24 years","Females","Percentage","26.7"
"2019","RO22","25 years or over","Total","Percentage","5.0"
"2019","RO22","25 years or over","Males","Percentage","5.0"
"2019","RO22","25 years or over","Females","Percentage","4.8"
"2019","RO3","From 15 to 24 years","Total","Percentage","17.8"
"2019","RO3","From 15 to 24 years","Males","Percentage","15.2"
"2019","RO3","From 15 to 24 years","Females","Percentage","21.7"
"2019","RO3","25 years or over","Total","Percentage","2.8"
"2019","RO3","25 years or over","Males","Percentage","3.3"
"2019","RO3","25 years or over","Females","Percentage","2.2"
"2019","RO31","From 15 to 24 years","Total","Percentage","19.3"
"2019","RO31","From 15 to 24 years","Males","Percentage","15.9"
"2019","RO31","From 15 to 24 years","Females","Percentage","25.1"
"2019","RO31","25 years or over","Total","Percentage","3.4"
"2019","RO31","25 years or over","Males","Percentage","3.5"
"2019","RO31","25 years or over","Females","Percentage","3.2"
"2019","RO32","From 15 to 24 years","Total","Percentage",":"
"2019","RO32","From 15 to 24 years","Males","Percentage",":"
"2019","RO32","From 15 to 24 years","Females","Percentage",":"
