"TIME","GEO","CITIZEN","ISCED11","AGE","UNIT","SEX","Value"
"2019","FRY5","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","81.3"
"2019","HR","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","39.5"
"2019","HR","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","49.4"
"2019","HR","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","32.4"
"2019","HR","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","66.6"
"2019","HR","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","72.3"
"2019","HR","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","59.8"
"2019","HR","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","81.9"
"2019","HR","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","83.3"
"2019","HR","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","80.8"
"2019","HR0","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","39.5"
"2019","HR0","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","49.4"
"2019","HR0","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","32.4"
"2019","HR0","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","66.6"
"2019","HR0","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","72.3"
"2019","HR0","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","59.8"
"2019","HR0","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","81.9"
"2019","HR0","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","83.3"
"2019","HR0","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","80.8"
"2019","HR03","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","41.8"
"2019","HR03","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","51.8"
"2019","HR03","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","34.4"
"2019","HR03","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","62.5"
"2019","HR03","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","67.8"
"2019","HR03","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","56.1"
"2019","HR03","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","78.5"
"2019","HR03","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","81.2"
"2019","HR03","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","76.6"
"2019","HR04","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","38.9"
"2019","HR04","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","48.7"
"2019","HR04","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","31.8"
"2019","HR04","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","68.8"
"2019","HR04","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","74.6"
"2019","HR04","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","61.7"
"2019","HR04","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","83.7"
"2019","HR04","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","84.5"
"2019","HR04","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","83.1"
"2019","IT","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","52.1"
"2019","IT","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","66.6"
"2019","IT","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","35.8"
"2019","IT","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","66.3"
"2019","IT","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","75.6"
"2019","IT","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","57.0"
"2019","IT","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","78.9"
"2019","IT","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","83.3"
"2019","IT","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","75.7"
"2019","ITC","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","62.9"
"2019","ITC","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","75.3"
"2019","ITC","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","48.2"
"2019","ITC","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","73.7"
"2019","ITC","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","81.6"
"2019","ITC","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","65.8"
"2019","ITC","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","84.3"
"2019","ITC","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","87.8"
"2019","ITC","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","81.7"
"2019","ITC1","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","61.7"
"2019","ITC1","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","72.6"
"2019","ITC1","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","49.5"
"2019","ITC1","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","72.8"
"2019","ITC1","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","80.0"
"2019","ITC1","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","65.6"
"2019","ITC1","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","82.8"
"2019","ITC1","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","85.4"
"2019","ITC1","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","80.7"
"2019","ITC2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","65.6"
"2019","ITC2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","72.6"
"2019","ITC2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","56.5"
"2019","ITC2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","74.7"
"2019","ITC2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","80.3"
"2019","ITC2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","69.3"
"2019","ITC2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","86.2"
"2019","ITC2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","87.9"
"2019","ITC2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","85.3"
"2019","ITC3","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","57.5"
"2019","ITC3","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","67.2"
"2019","ITC3","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","46.6"
"2019","ITC3","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","68.4"
"2019","ITC3","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","78.4"
"2019","ITC3","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","58.2"
"2019","ITC3","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","80.5"
"2019","ITC3","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","82.8"
"2019","ITC3","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","78.8"
"2019","ITC4","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","64.0"
"2019","ITC4","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","77.5"
"2019","ITC4","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","47.8"
"2019","ITC4","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","74.9"
"2019","ITC4","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","82.7"
"2019","ITC4","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","67.1"
"2019","ITC4","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","85.5"
"2019","ITC4","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","89.4"
"2019","ITC4","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","82.5"
"2019","ITH","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","63.2"
"2019","ITH","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","76.2"
"2019","ITH","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","48.1"
"2019","ITH","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","77.0"
"2019","ITH","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","84.4"
"2019","ITH","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","69.2"
"2019","ITH","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","83.2"
"2019","ITH","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","86.8"
"2019","ITH","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","80.6"
"2019","ITH1","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","72.4"
"2019","ITH1","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","79.8"
"2019","ITH1","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","63.4"
"2019","ITH1","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","80.7"
"2019","ITH1","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","87.5"
"2019","ITH1","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","73.9"
"2019","ITH1","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","86.8"
"2019","ITH1","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","91.5"
"2019","ITH1","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","83.4"
"2019","ITH2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","62.6"
"2019","ITH2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","72.0"
"2019","ITH2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","50.5"
"2019","ITH2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","76.1"
"2019","ITH2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","84.1"
"2019","ITH2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","68.0"
"2019","ITH2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","84.4"
"2019","ITH2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","89.0"
"2019","ITH2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","81.1"
"2019","ITH3","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","60.3"
"2019","ITH3","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","75.7"
"2019","ITH3","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","43.7"
"2019","ITH3","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","77.6"
"2019","ITH3","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","85.4"
"2019","ITH3","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","69.1"
"2019","ITH3","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","82.1"
"2019","ITH3","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","85.8"
"2019","ITH3","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","79.5"
"2019","ITH4","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","62.0"
"2019","ITH4","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","75.0"
"2019","ITH4","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","47.7"
"2019","ITH4","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","72.5"
"2019","ITH4","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","80.9"
"2019","ITH4","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","63.5"
"2019","ITH4","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","81.7"
"2019","ITH4","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","85.7"
"2019","ITH4","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","78.7"
"2019","ITH5","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","66.1"
"2019","ITH5","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","77.2"
"2019","ITH5","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","52.1"
"2019","ITH5","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","77.2"
"2019","ITH5","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","84.0"
"2019","ITH5","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","70.5"
"2019","ITH5","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","84.1"
"2019","ITH5","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","87.4"
"2019","ITH5","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","81.7"
"2019","ITI","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","59.6"
"2019","ITI","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","72.0"
"2019","ITI","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","45.0"
"2019","ITI","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","68.0"
"2019","ITI","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","75.9"
"2019","ITI","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","60.1"
"2019","ITI","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","80.6"
"2019","ITI","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","84.6"
"2019","ITI","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","77.7"
"2019","ITI1","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","64.2"
"2019","ITI1","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","75.3"
"2019","ITI1","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","50.6"
"2019","ITI1","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","71.8"
"2019","ITI1","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","78.8"
"2019","ITI1","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","65.1"
"2019","ITI1","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","84.0"
"2019","ITI1","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","86.8"
"2019","ITI1","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","82.1"
"2019","ITI2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","56.7"
"2019","ITI2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","67.9"
"2019","ITI2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","43.6"
"2019","ITI2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","71.7"
"2019","ITI2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","80.2"
"2019","ITI2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","63.1"
"2019","ITI2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","79.7"
"2019","ITI2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","81.8"
"2019","ITI2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","78.2"
"2019","ITI3","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","62.9"
"2019","ITI3","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","75.3"
"2019","ITI3","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","48.2"
"2019","ITI3","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","70.3"
"2019","ITI3","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","78.3"
"2019","ITI3","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","62.4"
"2019","ITI3","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","79.3"
"2019","ITI3","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","82.0"
"2019","ITI3","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","77.4"
"2019","ITI4","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","55.7"
"2019","ITI4","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","69.1"
"2019","ITI4","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","40.6"
"2019","ITI4","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","64.5"
"2019","ITI4","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","73.0"
"2019","ITI4","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","56.0"
"2019","ITI4","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","79.3"
"2019","ITI4","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","84.3"
"2019","ITI4","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","75.5"
"2019","ITF","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","38.8"
"2019","ITF","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","56.0"
"2019","ITF","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","21.1"
"2019","ITF","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","52.3"
"2019","ITF","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","65.8"
"2019","ITF","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","38.1"
"2019","ITF","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","68.0"
"2019","ITF","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","74.8"
"2019","ITF","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","63.2"
"2019","ITF1","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","55.8"
"2019","ITF1","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","70.9"
"2019","ITF1","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","38.5"
"2019","ITF1","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","62.9"
"2019","ITF1","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","75.0"
"2019","ITF1","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","50.3"
"2019","ITF1","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","72.0"
"2019","ITF1","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","82.3"
"2019","ITF1","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","64.8"
"2019","ITF2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","50.2"
"2019","ITF2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","66.3"
"2019","ITF2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","32.3"
"2019","ITF2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","58.6"
"2019","ITF2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","70.5"
"2019","ITF2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","46.3"
"2019","ITF2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","74.6"
"2019","ITF2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","80.7"
"2019","ITF2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","69.8"
"2019","ITF3","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","35.1"
"2019","ITF3","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","52.1"
"2019","ITF3","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","17.7"
"2019","ITF3","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","48.8"
"2019","ITF3","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","62.2"
"2019","ITF3","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","34.8"
"2019","ITF3","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","65.4"
"2019","ITF3","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","71.0"
"2019","ITF3","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","61.5"
"2019","ITF4","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","40.8"
"2019","ITF4","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","59.6"
"2019","ITF4","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","21.6"
"2019","ITF4","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","53.6"
"2019","ITF4","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","67.8"
"2019","ITF4","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","38.8"
"2019","ITF4","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","71.2"
"2019","ITF4","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","77.9"
"2019","ITF4","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","66.4"
"2019","ITF5","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","46.2"
"2019","ITF5","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","63.2"
"2019","ITF5","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","27.5"
"2019","ITF5","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","57.1"
"2019","ITF5","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","71.3"
"2019","ITF5","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","42.2"
"2019","ITF5","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","66.8"
