"TIME","GEO","SEX","WORKTIME","WSTATUS","NACE_R2","UNIT","Value"
"2013","Slovenia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.3"
"2013","Slovakia","Total","Total","Employed persons","Total - all NACE activities","Hour","40.7"
"2013","Slovakia","Males","Total","Employed persons","Total - all NACE activities","Hour","41.7"
"2013","Slovakia","Females","Total","Employed persons","Total - all NACE activities","Hour","39.4"
"2013","Finland","Total","Total","Employed persons","Total - all NACE activities","Hour","36.9"
"2013","Finland","Males","Total","Employed persons","Total - all NACE activities","Hour","39.0"
"2013","Finland","Females","Total","Employed persons","Total - all NACE activities","Hour","34.8"
"2013","Sweden","Total","Total","Employed persons","Total - all NACE activities","Hour","36.3"
"2013","Sweden","Males","Total","Employed persons","Total - all NACE activities","Hour","38.1"
"2013","Sweden","Females","Total","Employed persons","Total - all NACE activities","Hour","34.3"
"2013","Iceland","Total","Total","Employed persons","Total - all NACE activities","Hour","39.5"
"2013","Iceland","Males","Total","Employed persons","Total - all NACE activities","Hour","43.7"
"2013","Iceland","Females","Total","Employed persons","Total - all NACE activities","Hour","34.8"
"2013","Norway","Total","Total","Employed persons","Total - all NACE activities","Hour","33.7"
"2013","Norway","Males","Total","Employed persons","Total - all NACE activities","Hour","36.2"
"2013","Norway","Females","Total","Employed persons","Total - all NACE activities","Hour","30.9"
"2013","Switzerland","Total","Total","Employed persons","Total - all NACE activities","Hour","35.0"
"2013","Switzerland","Males","Total","Employed persons","Total - all NACE activities","Hour","40.1"
"2013","Switzerland","Females","Total","Employed persons","Total - all NACE activities","Hour","29.1"
"2013","United Kingdom","Total","Total","Employed persons","Total - all NACE activities","Hour","36.5"
"2013","United Kingdom","Males","Total","Employed persons","Total - all NACE activities","Hour","40.9"
"2013","United Kingdom","Females","Total","Employed persons","Total - all NACE activities","Hour","31.5"
"2013","Montenegro","Total","Total","Employed persons","Total - all NACE activities","Hour","43.8"
"2013","Montenegro","Males","Total","Employed persons","Total - all NACE activities","Hour","44.2"
"2013","Montenegro","Females","Total","Employed persons","Total - all NACE activities","Hour","43.3"
"2013","North Macedonia","Total","Total","Employed persons","Total - all NACE activities","Hour","42.3"
"2013","North Macedonia","Males","Total","Employed persons","Total - all NACE activities","Hour","42.7"
"2013","North Macedonia","Females","Total","Employed persons","Total - all NACE activities","Hour","41.6"
"2013","Serbia","Total","Total","Employed persons","Total - all NACE activities","Hour","42.8"
"2013","Serbia","Males","Total","Employed persons","Total - all NACE activities","Hour","43.9"
"2013","Serbia","Females","Total","Employed persons","Total - all NACE activities","Hour","41.3"
"2013","Turkey","Total","Total","Employed persons","Total - all NACE activities","Hour","47.9"
"2013","Turkey","Males","Total","Employed persons","Total - all NACE activities","Hour","50.8"
"2013","Turkey","Females","Total","Employed persons","Total - all NACE activities","Hour","40.9"
"2014","European Union - 27 countries (from 2020)","Total","Total","Employed persons","Total - all NACE activities","Hour","37.3"
"2014","European Union - 27 countries (from 2020)","Males","Total","Employed persons","Total - all NACE activities","Hour","40.1"
"2014","European Union - 27 countries (from 2020)","Females","Total","Employed persons","Total - all NACE activities","Hour","33.9"
"2014","European Union - 28 countries (2013-2020)","Total","Total","Employed persons","Total - all NACE activities","Hour","37.2"
"2014","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2014","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Total - all NACE activities","Hour","33.6"
"2014","European Union - 15 countries (1995-2004)","Total","Total","Employed persons","Total - all NACE activities","Hour","36.4"
"2014","European Union - 15 countries (1995-2004)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.9"
"2014","European Union - 15 countries (1995-2004)","Females","Total","Employed persons","Total - all NACE activities","Hour","32.3"
"2014","Euro area - 19 countries  (from 2015)","Total","Total","Employed persons","Total - all NACE activities","Hour","36.5"
"2014","Euro area - 19 countries  (from 2015)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.8"
"2014","Euro area - 19 countries  (from 2015)","Females","Total","Employed persons","Total - all NACE activities","Hour","32.7"
"2014","Belgium","Total","Total","Employed persons","Total - all NACE activities","Hour","37.1"
"2014","Belgium","Males","Total","Employed persons","Total - all NACE activities","Hour","40.6"
"2014","Belgium","Females","Total","Employed persons","Total - all NACE activities","Hour","33.2"
"2014","Bulgaria","Total","Total","Employed persons","Total - all NACE activities","Hour","40.8"
"2014","Bulgaria","Males","Total","Employed persons","Total - all NACE activities","Hour","41.1"
"2014","Bulgaria","Females","Total","Employed persons","Total - all NACE activities","Hour","40.4"
"2014","Czechia","Total","Total","Employed persons","Total - all NACE activities","Hour","40.4"
"2014","Czechia","Males","Total","Employed persons","Total - all NACE activities","Hour","41.9"
"2014","Czechia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.5"
"2014","Denmark","Total","Total","Employed persons","Total - all NACE activities","Hour","33.6"
"2014","Denmark","Males","Total","Employed persons","Total - all NACE activities","Hour","35.7"
"2014","Denmark","Females","Total","Employed persons","Total - all NACE activities","Hour","31.3"
"2014","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Total - all NACE activities","Hour","35.3"
"2014","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.4"
"2014","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Total - all NACE activities","Hour","30.5"
"2014","Estonia","Total","Total","Employed persons","Total - all NACE activities","Hour","38.9"
"2014","Estonia","Males","Total","Employed persons","Total - all NACE activities","Hour","39.9"
"2014","Estonia","Females","Total","Employed persons","Total - all NACE activities","Hour","37.8"
"2014","Ireland","Total","Total","Employed persons","Total - all NACE activities","Hour","35.6"
"2014","Ireland","Males","Total","Employed persons","Total - all NACE activities","Hour","39.2"
"2014","Ireland","Females","Total","Employed persons","Total - all NACE activities","Hour","31.7"
"2014","Greece","Total","Total","Employed persons","Total - all NACE activities","Hour","41.9"
"2014","Greece","Males","Total","Employed persons","Total - all NACE activities","Hour","44.0"
"2014","Greece","Females","Total","Employed persons","Total - all NACE activities","Hour","39.0"
"2014","Spain","Total","Total","Employed persons","Total - all NACE activities","Hour","37.9"
"2014","Spain","Males","Total","Employed persons","Total - all NACE activities","Hour","40.8"
"2014","Spain","Females","Total","Employed persons","Total - all NACE activities","Hour","34.6"
"2014","France","Total","Total","Employed persons","Total - all NACE activities","Hour","37.2"
"2014","France","Males","Total","Employed persons","Total - all NACE activities","Hour","40.1"
"2014","France","Females","Total","Employed persons","Total - all NACE activities","Hour","34.2"
"2014","Croatia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.9"
"2014","Croatia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.6"
"2014","Croatia","Females","Total","Employed persons","Total - all NACE activities","Hour","39.1"
"2014","Italy","Total","Total","Employed persons","Total - all NACE activities","Hour","36.9"
"2014","Italy","Males","Total","Employed persons","Total - all NACE activities","Hour","40.0"
"2014","Italy","Females","Total","Employed persons","Total - all NACE activities","Hour","32.7"
"2014","Cyprus","Total","Total","Employed persons","Total - all NACE activities","Hour","39.4"
"2014","Cyprus","Males","Total","Employed persons","Total - all NACE activities","Hour","41.4"
"2014","Cyprus","Females","Total","Employed persons","Total - all NACE activities","Hour","37.4"
"2014","Latvia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.1"
"2014","Latvia","Males","Total","Employed persons","Total - all NACE activities","Hour","39.8"
"2014","Latvia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.3"
"2014","Lithuania","Total","Total","Employed persons","Total - all NACE activities","Hour","38.1"
"2014","Lithuania","Males","Total","Employed persons","Total - all NACE activities","Hour","38.8"
"2014","Lithuania","Females","Total","Employed persons","Total - all NACE activities","Hour","37.4"
"2014","Luxembourg","Total","Total","Employed persons","Total - all NACE activities","Hour","37.4"
"2014","Luxembourg","Males","Total","Employed persons","Total - all NACE activities","Hour","40.3"
"2014","Luxembourg","Females","Total","Employed persons","Total - all NACE activities","Hour","33.8"
"2014","Hungary","Total","Total","Employed persons","Total - all NACE activities","Hour","39.8"
"2014","Hungary","Males","Total","Employed persons","Total - all NACE activities","Hour","40.5"
"2014","Hungary","Females","Total","Employed persons","Total - all NACE activities","Hour","39.0"
"2014","Malta","Total","Total","Employed persons","Total - all NACE activities","Hour","38.1"
"2014","Malta","Males","Total","Employed persons","Total - all NACE activities","Hour","40.6"
"2014","Malta","Females","Total","Employed persons","Total - all NACE activities","Hour","34.2"
"2014","Netherlands","Total","Total","Employed persons","Total - all NACE activities","Hour","30.2"
"2014","Netherlands","Males","Total","Employed persons","Total - all NACE activities","Hour","34.9"
"2014","Netherlands","Females","Total","Employed persons","Total - all NACE activities","Hour","24.5"
"2014","Austria","Total","Total","Employed persons","Total - all NACE activities","Hour","36.7"
"2014","Austria","Males","Total","Employed persons","Total - all NACE activities","Hour","40.9"
"2014","Austria","Females","Total","Employed persons","Total - all NACE activities","Hour","31.9"
"2014","Poland","Total","Total","Employed persons","Total - all NACE activities","Hour","40.7"
"2014","Poland","Males","Total","Employed persons","Total - all NACE activities","Hour","42.5"
"2014","Poland","Females","Total","Employed persons","Total - all NACE activities","Hour","38.6"
"2014","Portugal","Total","Total","Employed persons","Total - all NACE activities","Hour","39.7"
"2014","Portugal","Males","Total","Employed persons","Total - all NACE activities","Hour","41.1"
"2014","Portugal","Females","Total","Employed persons","Total - all NACE activities","Hour","38.3"
"2014","Romania","Total","Total","Employed persons","Total - all NACE activities","Hour","40.0"
"2014","Romania","Males","Total","Employed persons","Total - all NACE activities","Hour","40.5"
"2014","Romania","Females","Total","Employed persons","Total - all NACE activities","Hour","39.3"
"2014","Slovenia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.3"
"2014","Slovenia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.3"
"2014","Slovenia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.1"
"2014","Slovakia","Total","Total","Employed persons","Total - all NACE activities","Hour","40.5"
"2014","Slovakia","Males","Total","Employed persons","Total - all NACE activities","Hour","41.5"
"2014","Slovakia","Females","Total","Employed persons","Total - all NACE activities","Hour","39.2"
"2014","Finland","Total","Total","Employed persons","Total - all NACE activities","Hour","36.8"
"2014","Finland","Males","Total","Employed persons","Total - all NACE activities","Hour","38.8"
"2014","Finland","Females","Total","Employed persons","Total - all NACE activities","Hour","34.8"
"2014","Sweden","Total","Total","Employed persons","Total - all NACE activities","Hour","36.3"
"2014","Sweden","Males","Total","Employed persons","Total - all NACE activities","Hour","38.1"
"2014","Sweden","Females","Total","Employed persons","Total - all NACE activities","Hour","34.4"
"2014","Iceland","Total","Total","Employed persons","Total - all NACE activities","Hour","39.6"
"2014","Iceland","Males","Total","Employed persons","Total - all NACE activities","Hour","43.7"
"2014","Iceland","Females","Total","Employed persons","Total - all NACE activities","Hour","35.2"
"2014","Norway","Total","Total","Employed persons","Total - all NACE activities","Hour","33.9"
"2014","Norway","Males","Total","Employed persons","Total - all NACE activities","Hour","36.4"
"2014","Norway","Females","Total","Employed persons","Total - all NACE activities","Hour","31.1"
"2014","Switzerland","Total","Total","Employed persons","Total - all NACE activities","Hour","34.7"
"2014","Switzerland","Males","Total","Employed persons","Total - all NACE activities","Hour","39.7"
"2014","Switzerland","Females","Total","Employed persons","Total - all NACE activities","Hour","29.0"
"2014","United Kingdom","Total","Total","Employed persons","Total - all NACE activities","Hour","36.7"
"2014","United Kingdom","Males","Total","Employed persons","Total - all NACE activities","Hour","41.1"
"2014","United Kingdom","Females","Total","Employed persons","Total - all NACE activities","Hour","31.7"
"2014","Montenegro","Total","Total","Employed persons","Total - all NACE activities","Hour","43.2"
"2014","Montenegro","Males","Total","Employed persons","Total - all NACE activities","Hour","43.7"
"2014","Montenegro","Females","Total","Employed persons","Total - all NACE activities","Hour","42.6"
"2014","North Macedonia","Total","Total","Employed persons","Total - all NACE activities","Hour","42.0"
"2014","North Macedonia","Males","Total","Employed persons","Total - all NACE activities","Hour","42.3"
"2014","North Macedonia","Females","Total","Employed persons","Total - all NACE activities","Hour","41.5"
"2014","Serbia","Total","Total","Employed persons","Total - all NACE activities","Hour","42.7"
"2014","Serbia","Males","Total","Employed persons","Total - all NACE activities","Hour","44.0"
"2014","Serbia","Females","Total","Employed persons","Total - all NACE activities","Hour","41.1"
"2014","Turkey","Total","Total","Employed persons","Total - all NACE activities","Hour","47.7"
"2014","Turkey","Males","Total","Employed persons","Total - all NACE activities","Hour","50.3"
"2014","Turkey","Females","Total","Employed persons","Total - all NACE activities","Hour","41.4"
"2015","European Union - 27 countries (from 2020)","Total","Total","Employed persons","Total - all NACE activities","Hour","37.2"
"2015","European Union - 27 countries (from 2020)","Males","Total","Employed persons","Total - all NACE activities","Hour","40.0"
"2015","European Union - 27 countries (from 2020)","Females","Total","Employed persons","Total - all NACE activities","Hour","33.9"
"2015","European Union - 28 countries (2013-2020)","Total","Total","Employed persons","Total - all NACE activities","Hour","37.1"
"2015","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Total - all NACE activities","Hour","40.1"
"2015","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Total - all NACE activities","Hour","33.6"
"2015","European Union - 15 countries (1995-2004)","Total","Total","Employed persons","Total - all NACE activities","Hour","36.4"
"2015","European Union - 15 countries (1995-2004)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.8"
"2015","European Union - 15 countries (1995-2004)","Females","Total","Employed persons","Total - all NACE activities","Hour","32.4"
"2015","Euro area - 19 countries  (from 2015)","Total","Total","Employed persons","Total - all NACE activities","Hour","36.5"
"2015","Euro area - 19 countries  (from 2015)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.7"
"2015","Euro area - 19 countries  (from 2015)","Females","Total","Employed persons","Total - all NACE activities","Hour","32.7"
"2015","Belgium","Total","Total","Employed persons","Total - all NACE activities","Hour","37.1"
"2015","Belgium","Males","Total","Employed persons","Total - all NACE activities","Hour","40.5"
"2015","Belgium","Females","Total","Employed persons","Total - all NACE activities","Hour","33.2"
"2015","Bulgaria","Total","Total","Employed persons","Total - all NACE activities","Hour","40.8"
"2015","Bulgaria","Males","Total","Employed persons","Total - all NACE activities","Hour","41.2"
"2015","Bulgaria","Females","Total","Employed persons","Total - all NACE activities","Hour","40.4"
"2015","Czechia","Total","Total","Employed persons","Total - all NACE activities","Hour","40.5"
"2015","Czechia","Males","Total","Employed persons","Total - all NACE activities","Hour","41.9"
"2015","Czechia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.6"
"2015","Denmark","Total","Total","Employed persons","Total - all NACE activities","Hour","33.7"
"2015","Denmark","Males","Total","Employed persons","Total - all NACE activities","Hour","35.8"
"2015","Denmark","Females","Total","Employed persons","Total - all NACE activities","Hour","31.3"
"2015","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Total - all NACE activities","Hour","35.2"
"2015","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.3"
"2015","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Total - all NACE activities","Hour","30.4"
"2015","Estonia","Total","Total","Employed persons","Total - all NACE activities","Hour","38.6"
"2015","Estonia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.0"
"2015","Estonia","Females","Total","Employed persons","Total - all NACE activities","Hour","37.2"
"2015","Ireland","Total","Total","Employed persons","Total - all NACE activities","Hour","35.9"
"2015","Ireland","Males","Total","Employed persons","Total - all NACE activities","Hour","39.5"
"2015","Ireland","Females","Total","Employed persons","Total - all NACE activities","Hour","31.7"
"2015","Greece","Total","Total","Employed persons","Total - all NACE activities","Hour","42.2"
"2015","Greece","Males","Total","Employed persons","Total - all NACE activities","Hour","44.3"
"2015","Greece","Females","Total","Employed persons","Total - all NACE activities","Hour","39.2"
"2015","Spain","Total","Total","Employed persons","Total - all NACE activities","Hour","37.8"
"2015","Spain","Males","Total","Employed persons","Total - all NACE activities","Hour","40.5"
"2015","Spain","Females","Total","Employed persons","Total - all NACE activities","Hour","34.6"
"2015","France","Total","Total","Employed persons","Total - all NACE activities","Hour","37.2"
"2015","France","Males","Total","Employed persons","Total - all NACE activities","Hour","40.0"
"2015","France","Females","Total","Employed persons","Total - all NACE activities","Hour","34.3"
"2015","Croatia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.5"
"2015","Croatia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.3"
"2015","Croatia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.6"
"2015","Italy","Total","Total","Employed persons","Total - all NACE activities","Hour","37.0"
"2015","Italy","Males","Total","Employed persons","Total - all NACE activities","Hour","40.1"
"2015","Italy","Females","Total","Employed persons","Total - all NACE activities","Hour","32.8"
"2015","Cyprus","Total","Total","Employed persons","Total - all NACE activities","Hour","39.5"
"2015","Cyprus","Males","Total","Employed persons","Total - all NACE activities","Hour","41.5"
"2015","Cyprus","Females","Total","Employed persons","Total - all NACE activities","Hour","37.5"
"2015","Latvia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.0"
"2015","Latvia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.0"
"2015","Latvia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.1"
"2015","Lithuania","Total","Total","Employed persons","Total - all NACE activities","Hour","38.3"
"2015","Lithuania","Males","Total","Employed persons","Total - all NACE activities","Hour","39.1"
"2015","Lithuania","Females","Total","Employed persons","Total - all NACE activities","Hour","37.6"
"2015","Luxembourg","Total","Total","Employed persons","Total - all NACE activities","Hour","37.4"
"2015","Luxembourg","Males","Total","Employed persons","Total - all NACE activities","Hour","40.3"
"2015","Luxembourg","Females","Total","Employed persons","Total - all NACE activities","Hour","33.8"
"2015","Hungary","Total","Total","Employed persons","Total - all NACE activities","Hour","39.8"
"2015","Hungary","Males","Total","Employed persons","Total - all NACE activities","Hour","40.5"
"2015","Hungary","Females","Total","Employed persons","Total - all NACE activities","Hour","39.0"
"2015","Malta","Total","Total","Employed persons","Total - all NACE activities","Hour","38.5"
"2015","Malta","Males","Total","Employed persons","Total - all NACE activities","Hour","40.9"
"2015","Malta","Females","Total","Employed persons","Total - all NACE activities","Hour","34.8"
"2015","Netherlands","Total","Total","Employed persons","Total - all NACE activities","Hour","30.1"
"2015","Netherlands","Males","Total","Employed persons","Total - all NACE activities","Hour","34.9"
"2015","Netherlands","Females","Total","Employed persons","Total - all NACE activities","Hour","24.5"
"2015","Austria","Total","Total","Employed persons","Total - all NACE activities","Hour","36.6"
"2015","Austria","Males","Total","Employed persons","Total - all NACE activities","Hour","40.7"
"2015","Austria","Females","Total","Employed persons","Total - all NACE activities","Hour","31.9"
"2015","Poland","Total","Total","Employed persons","Total - all NACE activities","Hour","40.7"
"2015","Poland","Males","Total","Employed persons","Total - all NACE activities","Hour","42.4"
"2015","Poland","Females","Total","Employed persons","Total - all NACE activities","Hour","38.7"
"2015","Portugal","Total","Total","Employed persons","Total - all NACE activities","Hour","39.4"
"2015","Portugal","Males","Total","Employed persons","Total - all NACE activities","Hour","40.8"
"2015","Portugal","Females","Total","Employed persons","Total - all NACE activities","Hour","38.0"
"2015","Romania","Total","Total","Employed persons","Total - all NACE activities","Hour","39.8"
"2015","Romania","Males","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2015","Romania","Females","Total","Employed persons","Total - all NACE activities","Hour","39.2"
"2015","Slovenia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.3"
"2015","Slovenia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.3"
"2015","Slovenia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.0"
"2015","Slovakia","Total","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2015","Slovakia","Males","Total","Employed persons","Total - all NACE activities","Hour","41.2"
"2015","Slovakia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.9"
"2015","Finland","Total","Total","Employed persons","Total - all NACE activities","Hour","36.8"
"2015","Finland","Males","Total","Employed persons","Total - all NACE activities","Hour","38.7"
"2015","Finland","Females","Total","Employed persons","Total - all NACE activities","Hour","34.9"
"2015","Sweden","Total","Total","Employed persons","Total - all NACE activities","Hour","36.3"
"2015","Sweden","Males","Total","Employed persons","Total - all NACE activities","Hour","38.1"
"2015","Sweden","Females","Total","Employed persons","Total - all NACE activities","Hour","34.5"
"2015","Iceland","Total","Total","Employed persons","Total - all NACE activities","Hour","39.6"
"2015","Iceland","Males","Total","Employed persons","Total - all NACE activities","Hour","43.8"
"2015","Iceland","Females","Total","Employed persons","Total - all NACE activities","Hour","35.0"
"2015","Norway","Total","Total","Employed persons","Total - all NACE activities","Hour","33.7"
"2015","Norway","Males","Total","Employed persons","Total - all NACE activities","Hour","35.9"
"2015","Norway","Females","Total","Employed persons","Total - all NACE activities","Hour","31.2"
"2015","Switzerland","Total","Total","Employed persons","Total - all NACE activities","Hour","34.7"
"2015","Switzerland","Males","Total","Employed persons","Total - all NACE activities","Hour","39.6"
"2015","Switzerland","Females","Total","Employed persons","Total - all NACE activities","Hour","29.2"
"2015","United Kingdom","Total","Total","Employed persons","Total - all NACE activities","Hour","36.7"
"2015","United Kingdom","Males","Total","Employed persons","Total - all NACE activities","Hour","41.0"
"2015","United Kingdom","Females","Total","Employed persons","Total - all NACE activities","Hour","31.8"
"2015","Montenegro","Total","Total","Employed persons","Total - all NACE activities","Hour","43.7"
"2015","Montenegro","Males","Total","Employed persons","Total - all NACE activities","Hour","44.4"
"2015","Montenegro","Females","Total","Employed persons","Total - all NACE activities","Hour","42.9"
"2015","North Macedonia","Total","Total","Employed persons","Total - all NACE activities","Hour","41.9"
"2015","North Macedonia","Males","Total","Employed persons","Total - all NACE activities","Hour","42.2"
"2015","North Macedonia","Females","Total","Employed persons","Total - all NACE activities","Hour","41.4"
"2015","Serbia","Total","Total","Employed persons","Total - all NACE activities","Hour","43.6"
"2015","Serbia","Males","Total","Employed persons","Total - all NACE activities","Hour","44.8"
"2015","Serbia","Females","Total","Employed persons","Total - all NACE activities","Hour","42.0"
"2015","Turkey","Total","Total","Employed persons","Total - all NACE activities","Hour","47.4"
"2015","Turkey","Males","Total","Employed persons","Total - all NACE activities","Hour","49.9"
"2015","Turkey","Females","Total","Employed persons","Total - all NACE activities","Hour","41.7"
"2016","European Union - 27 countries (from 2020)","Total","Total","Employed persons","Total - all NACE activities","Hour","37.2"
"2016","European Union - 27 countries (from 2020)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.9"
"2016","European Union - 27 countries (from 2020)","Females","Total","Employed persons","Total - all NACE activities","Hour","34.0"
"2016","European Union - 28 countries (2013-2020)","Total","Total","Employed persons","Total - all NACE activities","Hour","37.1"
"2016","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Total - all NACE activities","Hour","40.1"
"2016","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Total - all NACE activities","Hour","33.7"
"2016","European Union - 15 countries (1995-2004)","Total","Total","Employed persons","Total - all NACE activities","Hour","36.4"
"2016","European Union - 15 countries (1995-2004)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.7"
"2016","European Union - 15 countries (1995-2004)","Females","Total","Employed persons","Total - all NACE activities","Hour","32.4"
"2016","Euro area - 19 countries  (from 2015)","Total","Total","Employed persons","Total - all NACE activities","Hour","36.5"
"2016","Euro area - 19 countries  (from 2015)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.7"
"2016","Euro area - 19 countries  (from 2015)","Females","Total","Employed persons","Total - all NACE activities","Hour","32.8"
"2016","Belgium","Total","Total","Employed persons","Total - all NACE activities","Hour","37.0"
"2016","Belgium","Males","Total","Employed persons","Total - all NACE activities","Hour","40.4"
"2016","Belgium","Females","Total","Employed persons","Total - all NACE activities","Hour","33.2"
"2016","Bulgaria","Total","Total","Employed persons","Total - all NACE activities","Hour","40.8"
"2016","Bulgaria","Males","Total","Employed persons","Total - all NACE activities","Hour","41.1"
"2016","Bulgaria","Females","Total","Employed persons","Total - all NACE activities","Hour","40.5"
"2016","Czechia","Total","Total","Employed persons","Total - all NACE activities","Hour","40.3"
"2016","Czechia","Males","Total","Employed persons","Total - all NACE activities","Hour","41.8"
"2016","Czechia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.5"
"2016","Denmark","Total","Total","Employed persons","Total - all NACE activities","Hour","33.4"
"2016","Denmark","Males","Total","Employed persons","Total - all NACE activities","Hour","35.4"
"2016","Denmark","Females","Total","Employed persons","Total - all NACE activities","Hour","31.1"
"2016","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Total - all NACE activities","Hour","35.1"
"2016","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.2"
"2016","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Total - all NACE activities","Hour","30.5"
"2016","Estonia","Total","Total","Employed persons","Total - all NACE activities","Hour","38.4"
"2016","Estonia","Males","Total","Employed persons","Total - all NACE activities","Hour","39.6"
"2016","Estonia","Females","Total","Employed persons","Total - all NACE activities","Hour","37.1"
"2016","Ireland","Total","Total","Employed persons","Total - all NACE activities","Hour","35.9"
"2016","Ireland","Males","Total","Employed persons","Total - all NACE activities","Hour","39.5"
"2016","Ireland","Females","Total","Employed persons","Total - all NACE activities","Hour","31.9"
"2016","Greece","Total","Total","Employed persons","Total - all NACE activities","Hour","42.3"
"2016","Greece","Males","Total","Employed persons","Total - all NACE activities","Hour","44.4"
"2016","Greece","Females","Total","Employed persons","Total - all NACE activities","Hour","39.2"
"2016","Spain","Total","Total","Employed persons","Total - all NACE activities","Hour","37.7"
"2016","Spain","Males","Total","Employed persons","Total - all NACE activities","Hour","40.3"
"2016","Spain","Females","Total","Employed persons","Total - all NACE activities","Hour","34.7"
"2016","France","Total","Total","Employed persons","Total - all NACE activities","Hour","37.3"
"2016","France","Males","Total","Employed persons","Total - all NACE activities","Hour","40.0"
"2016","France","Females","Total","Employed persons","Total - all NACE activities","Hour","34.4"
"2016","Croatia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.4"
"2016","Croatia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2016","Croatia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.5"
"2016","Italy","Total","Total","Employed persons","Total - all NACE activities","Hour","37.0"
"2016","Italy","Males","Total","Employed persons","Total - all NACE activities","Hour","40.1"
"2016","Italy","Females","Total","Employed persons","Total - all NACE activities","Hour","32.8"
"2016","Cyprus","Total","Total","Employed persons","Total - all NACE activities","Hour","39.2"
"2016","Cyprus","Males","Total","Employed persons","Total - all NACE activities","Hour","40.8"
"2016","Cyprus","Females","Total","Employed persons","Total - all NACE activities","Hour","37.4"
"2016","Latvia","Total","Total","Employed persons","Total - all NACE activities","Hour","38.7"
"2016","Latvia","Males","Total","Employed persons","Total - all NACE activities","Hour","39.6"
"2016","Latvia","Females","Total","Employed persons","Total - all NACE activities","Hour","37.9"
"2016","Lithuania","Total","Total","Employed persons","Total - all NACE activities","Hour","38.5"
"2016","Lithuania","Males","Total","Employed persons","Total - all NACE activities","Hour","39.2"
"2016","Lithuania","Females","Total","Employed persons","Total - all NACE activities","Hour","37.8"
"2016","Luxembourg","Total","Total","Employed persons","Total - all NACE activities","Hour","37.5"
"2016","Luxembourg","Males","Total","Employed persons","Total - all NACE activities","Hour","40.3"
"2016","Luxembourg","Females","Total","Employed persons","Total - all NACE activities","Hour","34.1"
"2016","Hungary","Total","Total","Employed persons","Total - all NACE activities","Hour","39.7"
"2016","Hungary","Males","Total","Employed persons","Total - all NACE activities","Hour","40.4"
"2016","Hungary","Females","Total","Employed persons","Total - all NACE activities","Hour","39.0"
"2016","Malta","Total","Total","Employed persons","Total - all NACE activities","Hour","38.7"
"2016","Malta","Males","Total","Employed persons","Total - all NACE activities","Hour","40.8"
"2016","Malta","Females","Total","Employed persons","Total - all NACE activities","Hour","35.4"
