"TIME","GEO","ISCED11","AGE","SEX","Value"
"2009","Montenegro","Tertiary education (levels 5-8)","18 years or over","Males",":"
"2009","Montenegro","Tertiary education (levels 5-8)","18 years or over","Females",":"
"2009","North Macedonia","All ISCED 2011 levels ","18 years or over","Total",":"
"2009","North Macedonia","All ISCED 2011 levels ","18 years or over","Males",":"
"2009","North Macedonia","All ISCED 2011 levels ","18 years or over","Females",":"
"2009","North Macedonia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total",":"
"2009","North Macedonia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males",":"
"2009","North Macedonia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females",":"
"2009","North Macedonia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total",":"
"2009","North Macedonia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males",":"
"2009","North Macedonia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females",":"
"2009","North Macedonia","Tertiary education (levels 5-8)","18 years or over","Total",":"
"2009","North Macedonia","Tertiary education (levels 5-8)","18 years or over","Males",":"
"2009","North Macedonia","Tertiary education (levels 5-8)","18 years or over","Females",":"
"2009","Serbia","All ISCED 2011 levels ","18 years or over","Total",":"
"2009","Serbia","All ISCED 2011 levels ","18 years or over","Males",":"
"2009","Serbia","All ISCED 2011 levels ","18 years or over","Females",":"
"2009","Serbia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total",":"
"2009","Serbia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males",":"
"2009","Serbia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females",":"
"2009","Serbia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total",":"
"2009","Serbia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males",":"
"2009","Serbia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females",":"
"2009","Serbia","Tertiary education (levels 5-8)","18 years or over","Total",":"
"2009","Serbia","Tertiary education (levels 5-8)","18 years or over","Males",":"
"2009","Serbia","Tertiary education (levels 5-8)","18 years or over","Females",":"
"2009","Turkey","All ISCED 2011 levels ","18 years or over","Total","57.6"
"2009","Turkey","All ISCED 2011 levels ","18 years or over","Males","58.4"
"2009","Turkey","All ISCED 2011 levels ","18 years or over","Females","56.8"
"2009","Turkey","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","66.4"
"2009","Turkey","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","68.4"
"2009","Turkey","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","64.2"
"2009","Turkey","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","50.0"
"2009","Turkey","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","51.1"
"2009","Turkey","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","48.4"
"2009","Turkey","Tertiary education (levels 5-8)","18 years or over","Total","26.5"
"2009","Turkey","Tertiary education (levels 5-8)","18 years or over","Males","26.8"
"2009","Turkey","Tertiary education (levels 5-8)","18 years or over","Females","26.2"
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","All ISCED 2011 levels ","18 years or over","Total",":"
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","All ISCED 2011 levels ","18 years or over","Males",":"
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","All ISCED 2011 levels ","18 years or over","Females",":"
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total",":"
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males",":"
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females",":"
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total",":"
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males",":"
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females",":"
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Tertiary education (levels 5-8)","18 years or over","Total",":"
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Tertiary education (levels 5-8)","18 years or over","Males",":"
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Tertiary education (levels 5-8)","18 years or over","Females",":"
"2010","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","18 years or over","Total","22.5"
"2010","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","18 years or over","Males","21.1"
"2010","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","18 years or over","Females","23.8"
"2010","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","32.7"
"2010","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","31.5"
"2010","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","33.7"
"2010","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","21.8"
"2010","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","20.6"
"2010","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","22.9"
"2010","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Tertiary education (levels 5-8)","18 years or over","Total","10.8"
"2010","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Tertiary education (levels 5-8)","18 years or over","Males","10.2"
"2010","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Tertiary education (levels 5-8)","18 years or over","Females","11.4"
"2010","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","18 years or over","Total","22.7"
"2010","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","18 years or over","Males","21.3"
"2010","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","18 years or over","Females","24.0"
"2010","European Union - 27 countries (from 2020)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","32.6"
"2010","European Union - 27 countries (from 2020)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","31.4"
"2010","European Union - 27 countries (from 2020)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","33.6"
"2010","European Union - 27 countries (from 2020)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","21.7"
"2010","European Union - 27 countries (from 2020)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","20.6"
"2010","European Union - 27 countries (from 2020)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","22.7"
"2010","European Union - 27 countries (from 2020)","Tertiary education (levels 5-8)","18 years or over","Total","10.7"
"2010","European Union - 27 countries (from 2020)","Tertiary education (levels 5-8)","18 years or over","Males","10.1"
"2010","European Union - 27 countries (from 2020)","Tertiary education (levels 5-8)","18 years or over","Females","11.4"
"2010","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","18 years or over","Total","22.5"
"2010","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","18 years or over","Males","21.1"
"2010","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","18 years or over","Females","23.8"
"2010","European Union - 28 countries (2013-2020)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","32.7"
"2010","European Union - 28 countries (2013-2020)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","31.5"
"2010","European Union - 28 countries (2013-2020)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","33.7"
"2010","European Union - 28 countries (2013-2020)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","21.8"
"2010","European Union - 28 countries (2013-2020)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","20.6"
"2010","European Union - 28 countries (2013-2020)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","22.9"
"2010","European Union - 28 countries (2013-2020)","Tertiary education (levels 5-8)","18 years or over","Total","10.8"
"2010","European Union - 28 countries (2013-2020)","Tertiary education (levels 5-8)","18 years or over","Males","10.2"
"2010","European Union - 28 countries (2013-2020)","Tertiary education (levels 5-8)","18 years or over","Females","11.4"
"2010","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","18 years or over","Total","22.5"
"2010","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","18 years or over","Males","21.1"
"2010","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","18 years or over","Females","23.8"
"2010","European Union - 27 countries (2007-2013)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","32.6"
"2010","European Union - 27 countries (2007-2013)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","31.3"
"2010","European Union - 27 countries (2007-2013)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","33.6"
"2010","European Union - 27 countries (2007-2013)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","21.7"
"2010","European Union - 27 countries (2007-2013)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","20.5"
"2010","European Union - 27 countries (2007-2013)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","22.9"
"2010","European Union - 27 countries (2007-2013)","Tertiary education (levels 5-8)","18 years or over","Total","10.8"
"2010","European Union - 27 countries (2007-2013)","Tertiary education (levels 5-8)","18 years or over","Males","10.1"
"2010","European Union - 27 countries (2007-2013)","Tertiary education (levels 5-8)","18 years or over","Females","11.4"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","18 years or over","Total","20.6"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","18 years or over","Males","19.3"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","18 years or over","Females","21.9"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","29.3"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","28.1"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","30.3"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","19.3"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","18.1"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","20.4"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Tertiary education (levels 5-8)","18 years or over","Total","10.6"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Tertiary education (levels 5-8)","18 years or over","Males","10.2"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Tertiary education (levels 5-8)","18 years or over","Females","11.1"
"2010","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","18 years or over","Total","20.9"
"2010","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","18 years or over","Males","19.5"
"2010","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","18 years or over","Females","22.1"
"2010","Euro area - 19 countries  (from 2015)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","29.5"
"2010","Euro area - 19 countries  (from 2015)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","28.3"
"2010","Euro area - 19 countries  (from 2015)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","30.5"
"2010","Euro area - 19 countries  (from 2015)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","19.6"
"2010","Euro area - 19 countries  (from 2015)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","18.4"
"2010","Euro area - 19 countries  (from 2015)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","20.8"
"2010","Euro area - 19 countries  (from 2015)","Tertiary education (levels 5-8)","18 years or over","Total","10.7"
"2010","Euro area - 19 countries  (from 2015)","Tertiary education (levels 5-8)","18 years or over","Males","10.2"
"2010","Euro area - 19 countries  (from 2015)","Tertiary education (levels 5-8)","18 years or over","Females","11.3"
"2010","Euro area - 18 countries (2014)","All ISCED 2011 levels ","18 years or over","Total","20.7"
"2010","Euro area - 18 countries (2014)","All ISCED 2011 levels ","18 years or over","Males","19.4"
"2010","Euro area - 18 countries (2014)","All ISCED 2011 levels ","18 years or over","Females","22.0"
"2010","Euro area - 18 countries (2014)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","29.4"
"2010","Euro area - 18 countries (2014)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","28.2"
"2010","Euro area - 18 countries (2014)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","30.4"
"2010","Euro area - 18 countries (2014)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","19.4"
"2010","Euro area - 18 countries (2014)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","18.2"
"2010","Euro area - 18 countries (2014)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","20.6"
"2010","Euro area - 18 countries (2014)","Tertiary education (levels 5-8)","18 years or over","Total","10.7"
"2010","Euro area - 18 countries (2014)","Tertiary education (levels 5-8)","18 years or over","Males","10.2"
"2010","Euro area - 18 countries (2014)","Tertiary education (levels 5-8)","18 years or over","Females","11.2"
"2010","Belgium","All ISCED 2011 levels ","18 years or over","Total","19.9"
"2010","Belgium","All ISCED 2011 levels ","18 years or over","Males","18.9"
"2010","Belgium","All ISCED 2011 levels ","18 years or over","Females","20.9"
"2010","Belgium","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","32.4"
"2010","Belgium","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","30.9"
"2010","Belgium","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","33.7"
"2010","Belgium","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","17.2"
"2010","Belgium","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","16.1"
"2010","Belgium","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","18.2"
"2010","Belgium","Tertiary education (levels 5-8)","18 years or over","Total","9.0"
"2010","Belgium","Tertiary education (levels 5-8)","18 years or over","Males","9.1"
"2010","Belgium","Tertiary education (levels 5-8)","18 years or over","Females","9.0"
"2010","Bulgaria","All ISCED 2011 levels ","18 years or over","Total","48.5"
"2010","Bulgaria","All ISCED 2011 levels ","18 years or over","Males","46.4"
"2010","Bulgaria","All ISCED 2011 levels ","18 years or over","Females","50.5"
"2010","Bulgaria","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","72.3"
"2010","Bulgaria","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","70.6"
"2010","Bulgaria","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","73.7"
"2010","Bulgaria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","44.1"
"2010","Bulgaria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","41.8"
"2010","Bulgaria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","46.5"
"2010","Bulgaria","Tertiary education (levels 5-8)","18 years or over","Total","24.3"
"2010","Bulgaria","Tertiary education (levels 5-8)","18 years or over","Males","21.0"
"2010","Bulgaria","Tertiary education (levels 5-8)","18 years or over","Females","26.6"
"2010","Czechia","All ISCED 2011 levels ","18 years or over","Total","13.3"
"2010","Czechia","All ISCED 2011 levels ","18 years or over","Males","11.2"
"2010","Czechia","All ISCED 2011 levels ","18 years or over","Females","15.3"
"2010","Czechia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","28.7"
"2010","Czechia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","31.5"
"2010","Czechia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","27.3"
"2010","Czechia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","12.1"
"2010","Czechia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","10.1"
"2010","Czechia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","14.1"
"2010","Czechia","Tertiary education (levels 5-8)","18 years or over","Total","4.6"
"2010","Czechia","Tertiary education (levels 5-8)","18 years or over","Males","4.1"
"2010","Czechia","Tertiary education (levels 5-8)","18 years or over","Females","5.2"
"2010","Denmark","All ISCED 2011 levels ","18 years or over","Total","18.2"
"2010","Denmark","All ISCED 2011 levels ","18 years or over","Males","17.5"
"2010","Denmark","All ISCED 2011 levels ","18 years or over","Females","18.9"
"2010","Denmark","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","25.5"
"2010","Denmark","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","23.7"
"2010","Denmark","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","26.9"
"2010","Denmark","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","16.7"
"2010","Denmark","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","16.2"
"2010","Denmark","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","17.3"
"2010","Denmark","Tertiary education (levels 5-8)","18 years or over","Total","11.9"
"2010","Denmark","Tertiary education (levels 5-8)","18 years or over","Males","12.6"
"2010","Denmark","Tertiary education (levels 5-8)","18 years or over","Females","11.4"
"2010","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","18 years or over","Total","19.4"
"2010","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","18 years or over","Males","17.8"
"2010","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","18 years or over","Females","20.8"
"2010","Germany (until 1990 former territory of the FRG)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","34.5"
"2010","Germany (until 1990 former territory of the FRG)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","36.4"
"2010","Germany (until 1990 former territory of the FRG)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","33.5"
"2010","Germany (until 1990 former territory of the FRG)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","20.9"
"2010","Germany (until 1990 former territory of the FRG)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","20.7"
"2010","Germany (until 1990 former territory of the FRG)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","21.1"
"2010","Germany (until 1990 former territory of the FRG)","Tertiary education (levels 5-8)","18 years or over","Total","11.1"
"2010","Germany (until 1990 former territory of the FRG)","Tertiary education (levels 5-8)","18 years or over","Males","9.9"
"2010","Germany (until 1990 former territory of the FRG)","Tertiary education (levels 5-8)","18 years or over","Females","12.8"
"2010","Estonia","All ISCED 2011 levels ","18 years or over","Total","21.3"
"2010","Estonia","All ISCED 2011 levels ","18 years or over","Males","20.7"
"2010","Estonia","All ISCED 2011 levels ","18 years or over","Females","21.8"
"2010","Estonia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","33.2"
"2010","Estonia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","31.5"
"2010","Estonia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","34.7"
"2010","Estonia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","23.7"
"2010","Estonia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","22.1"
"2010","Estonia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","25.2"
"2010","Estonia","Tertiary education (levels 5-8)","18 years or over","Total","9.6"
"2010","Estonia","Tertiary education (levels 5-8)","18 years or over","Males","8.3"
"2010","Estonia","Tertiary education (levels 5-8)","18 years or over","Females","10.3"
"2010","Ireland","All ISCED 2011 levels ","18 years or over","Total","24.3"
"2010","Ireland","All ISCED 2011 levels ","18 years or over","Males","23.4"
"2010","Ireland","All ISCED 2011 levels ","18 years or over","Females","25.2"
"2010","Ireland","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","33.5"
"2010","Ireland","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","32.9"
"2010","Ireland","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","34.2"
"2010","Ireland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","24.4"
"2010","Ireland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","21.0"
"2010","Ireland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","27.0"
"2010","Ireland","Tertiary education (levels 5-8)","18 years or over","Total","13.8"
"2010","Ireland","Tertiary education (levels 5-8)","18 years or over","Males","14.3"
"2010","Ireland","Tertiary education (levels 5-8)","18 years or over","Females","13.3"
"2010","Greece","All ISCED 2011 levels ","18 years or over","Total","26.9"
"2010","Greece","All ISCED 2011 levels ","18 years or over","Males","25.4"
"2010","Greece","All ISCED 2011 levels ","18 years or over","Females","28.3"
"2010","Greece","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","36.7"
"2010","Greece","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","37.0"
"2010","Greece","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","36.3"
"2010","Greece","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","26.2"
"2010","Greece","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","23.3"
"2010","Greece","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","29.2"
"2010","Greece","Tertiary education (levels 5-8)","18 years or over","Total","10.7"
"2010","Greece","Tertiary education (levels 5-8)","18 years or over","Males","10.0"
"2010","Greece","Tertiary education (levels 5-8)","18 years or over","Females","11.4"
"2010","Spain","All ISCED 2011 levels ","18 years or over","Total","23.4"
"2010","Spain","All ISCED 2011 levels ","18 years or over","Males","23.0"
"2010","Spain","All ISCED 2011 levels ","18 years or over","Females","23.9"
"2010","Spain","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","30.5"
"2010","Spain","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","30.1"
"2010","Spain","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","30.9"
"2010","Spain","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","22.0"
"2010","Spain","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","20.3"
"2010","Spain","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","23.7"
"2010","Spain","Tertiary education (levels 5-8)","18 years or over","Total","11.2"
"2010","Spain","Tertiary education (levels 5-8)","18 years or over","Males","11.6"
"2010","Spain","Tertiary education (levels 5-8)","18 years or over","Females","10.8"
"2010","France","All ISCED 2011 levels ","18 years or over","Total","17.9"
"2010","France","All ISCED 2011 levels ","18 years or over","Males","16.7"
"2010","France","All ISCED 2011 levels ","18 years or over","Females","19.0"
"2010","France","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","24.6"
"2010","France","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","22.4"
"2010","France","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","26.3"
"2010","France","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","17.2"
"2010","France","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","16.1"
"2010","France","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","18.4"
"2010","France","Tertiary education (levels 5-8)","18 years or over","Total","9.4"
"2010","France","Tertiary education (levels 5-8)","18 years or over","Males","10.3"
"2010","France","Tertiary education (levels 5-8)","18 years or over","Females","8.7"
"2010","Croatia","All ISCED 2011 levels ","18 years or over","Total","30.9"
"2010","Croatia","All ISCED 2011 levels ","18 years or over","Males","30.1"
"2010","Croatia","All ISCED 2011 levels ","18 years or over","Females","31.6"
"2010","Croatia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","50.9"
"2010","Croatia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","53.9"
"2010","Croatia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","49.2"
"2010","Croatia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","26.5"
"2010","Croatia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","26.6"
"2010","Croatia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","26.4"
"2010","Croatia","Tertiary education (levels 5-8)","18 years or over","Total","11.3"
