"TIME","GEO","SEX","AGE","UNIT","ISCED11","Value"
"2007","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.4"
"2007","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","22.5"
"2007","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","36.7"
"2007","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","63.3"
"2007","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","42.5"
"2007","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","20.8"
"2007","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","36.5"
"2007","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","63.5"
"2007","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","43.0"
"2007","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","20.6"
"2007","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","36.9"
"2007","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","63.1"
"2007","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","42.1"
"2007","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","20.9"
"2007","Belgium","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","34.8"
"2007","Belgium","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","65.2"
"2007","Belgium","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","37.1"
"2007","Belgium","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","28.1"
"2007","Belgium","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","35.2"
"2007","Belgium","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","64.8"
"2007","Belgium","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","38.5"
"2007","Belgium","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","26.4"
"2007","Belgium","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","34.4"
"2007","Belgium","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","65.6"
"2007","Belgium","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","35.8"
"2007","Belgium","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","29.9"
"2007","Bulgaria","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","28.7"
"2007","Bulgaria","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","71.3"
"2007","Bulgaria","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","52.8"
"2007","Bulgaria","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","18.5"
"2007","Bulgaria","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","29.1"
"2007","Bulgaria","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","70.9"
"2007","Bulgaria","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","56.3"
"2007","Bulgaria","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","14.6"
"2007","Bulgaria","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","28.2"
"2007","Bulgaria","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","71.8"
"2007","Bulgaria","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","49.3"
"2007","Bulgaria","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","22.4"
"2007","Czechia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","16.2"
"2007","Czechia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","83.8"
"2007","Czechia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","72.2"
"2007","Czechia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","11.6"
"2007","Czechia","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","13.6"
"2007","Czechia","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","86.4"
"2007","Czechia","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","74.0"
"2007","Czechia","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","12.4"
"2007","Czechia","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","18.8"
"2007","Czechia","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","81.2"
"2007","Czechia","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","70.4"
"2007","Czechia","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","10.9"
"2007","Denmark","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","32.3"
"2007","Denmark","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","67.7"
"2007","Denmark","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.7"
"2007","Denmark","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","26.0"
"2007","Denmark","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","32.1"
"2007","Denmark","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","67.9"
"2007","Denmark","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","44.2"
"2007","Denmark","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","23.8"
"2007","Denmark","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","32.6"
"2007","Denmark","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","67.4"
"2007","Denmark","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","39.2"
"2007","Denmark","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","28.3"
"2007","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","23.5"
"2007","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","76.5"
"2007","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","56.1"
"2007","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","20.4"
"2007","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","21.5"
"2007","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","78.5"
"2007","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.4"
"2007","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","23.1"
"2007","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","25.5"
"2007","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","74.5"
"2007","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","56.9"
"2007","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","17.6"
"2007","Estonia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","20.0"
"2007","Estonia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","80.0"
"2007","Estonia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","52.5"
"2007","Estonia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","27.5"
"2007","Estonia","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","23.3"
"2007","Estonia","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","76.7"
"2007","Estonia","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.6"
"2007","Estonia","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","21.1"
"2007","Estonia","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","16.9"
"2007","Estonia","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","83.1"
"2007","Estonia","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","49.5"
"2007","Estonia","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","33.6"
"2007","Ireland","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","32.9"
"2007","Ireland","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","67.1"
"2007","Ireland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","36.7"
"2007","Ireland","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","30.3"
"2007","Ireland","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","35.9"
"2007","Ireland","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","64.1"
"2007","Ireland","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","36.4"
"2007","Ireland","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","27.7"
"2007","Ireland","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","30.0"
"2007","Ireland","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","70.0"
"2007","Ireland","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","37.0"
"2007","Ireland","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","33.0"
"2007","Greece","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","40.8"
"2007","Greece","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","59.2"
"2007","Greece","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","40.1"
"2007","Greece","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","19.1"
"2007","Greece","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","42.2"
"2007","Greece","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","57.8"
"2007","Greece","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","38.4"
"2007","Greece","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","19.5"
"2007","Greece","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","39.4"
"2007","Greece","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","60.6"
"2007","Greece","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.8"
"2007","Greece","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","18.8"
"2007","Spain","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","50.1"
"2007","Spain","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","49.9"
"2007","Spain","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","23.1"
"2007","Spain","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","26.8"
"2007","Spain","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","51.2"
"2007","Spain","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","48.8"
"2007","Spain","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","23.0"
"2007","Spain","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","25.8"
"2007","Spain","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","49.0"
"2007","Spain","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","51.0"
"2007","Spain","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","23.2"
"2007","Spain","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","27.8"
"2007","France","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","34.0"
"2007","France","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","66.0"
"2007","France","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.6"
"2007","France","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","24.4"
"2007","France","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","33.2"
"2007","France","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","66.8"
"2007","France","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","43.9"
"2007","France","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","22.9"
"2007","France","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","34.7"
"2007","France","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","65.3"
"2007","France","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","39.5"
"2007","France","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","25.8"
"2007","Croatia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","26.7"
"2007","Croatia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","73.3"
"2007","Croatia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","59.9"
"2007","Croatia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","13.4"
"2007","Croatia","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","22.7"
"2007","Croatia","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","77.3"
"2007","Croatia","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","64.5"
"2007","Croatia","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","12.8"
"2007","Croatia","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","30.6"
"2007","Croatia","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","69.4"
"2007","Croatia","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.4"
"2007","Croatia","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","14.0"
"2007","Italy","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","48.7"
"2007","Italy","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","51.3"
"2007","Italy","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","39.3"
"2007","Italy","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","12.0"
"2007","Italy","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","49.7"
"2007","Italy","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","50.3"
"2007","Italy","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","39.4"
"2007","Italy","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","10.9"
"2007","Italy","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","47.7"
"2007","Italy","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","52.3"
"2007","Italy","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","39.2"
"2007","Italy","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","13.2"
"2007","Cyprus","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","31.1"
"2007","Cyprus","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","68.9"
"2007","Cyprus","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","39.1"
"2007","Cyprus","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","29.7"
"2007","Cyprus","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","31.3"
"2007","Cyprus","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","68.7"
"2007","Cyprus","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","40.8"
"2007","Cyprus","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","27.9"
"2007","Cyprus","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","31.0"
"2007","Cyprus","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","69.0"
"2007","Cyprus","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","37.6"
"2007","Cyprus","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","31.5"
"2007","Latvia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","24.0"
"2007","Latvia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","76.0"
"2007","Latvia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","57.5"
"2007","Latvia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","18.5"
"2007","Latvia","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","28.0"
"2007","Latvia","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","72.0"
"2007","Latvia","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","57.5"
"2007","Latvia","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","14.4"
"2007","Latvia","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","20.3"
"2007","Latvia","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","79.7"
"2007","Latvia","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","57.4"
"2007","Latvia","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","22.3"
"2007","Lithuania","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","19.9"
"2007","Lithuania","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","80.1"
"2007","Lithuania","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","56.4"
"2007","Lithuania","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","23.7"
"2007","Lithuania","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","22.1"
"2007","Lithuania","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","77.9"
"2007","Lithuania","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","58.3"
"2007","Lithuania","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","19.7"
"2007","Lithuania","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","17.8"
"2007","Lithuania","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","82.2"
"2007","Lithuania","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","54.7"
"2007","Lithuania","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","27.5"
"2007","Luxembourg","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","38.7"
"2007","Luxembourg","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","61.3"
"2007","Luxembourg","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","38.6"
"2007","Luxembourg","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","22.7"
"2007","Luxembourg","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","36.5"
"2007","Luxembourg","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","63.5"
"2007","Luxembourg","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","39.9"
"2007","Luxembourg","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","23.6"
"2007","Luxembourg","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","40.9"
"2007","Luxembourg","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","59.1"
"2007","Luxembourg","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","37.3"
"2007","Luxembourg","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","21.8"
"2007","Hungary","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","26.3"
"2007","Hungary","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","73.7"
"2007","Hungary","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","58.3"
"2007","Hungary","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","15.4"
"2007","Hungary","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","23.8"
"2007","Hungary","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","76.2"
"2007","Hungary","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","62.4"
"2007","Hungary","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","13.8"
"2007","Hungary","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","28.7"
"2007","Hungary","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","71.3"
"2007","Hungary","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","54.4"
"2007","Hungary","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","16.9"
"2007","Malta","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","67.3"
"2007","Malta","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","32.7"
"2007","Malta","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","21.0"
"2007","Malta","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","11.7"
"2007","Malta","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","64.4"
"2007","Malta","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","35.6"
"2007","Malta","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","23.6"
"2007","Malta","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","12.0"
"2007","Malta","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","70.2"
"2007","Malta","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","29.8"
"2007","Malta","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18.3"
"2007","Malta","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","11.4"
"2007","Netherlands","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","32.8"
"2007","Netherlands","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","67.2"
"2007","Netherlands","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.7"
"2007","Netherlands","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","25.5"
"2007","Netherlands","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","31.6"
"2007","Netherlands","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","68.4"
