"TIME","GEO","UNIT","NACE_R2","INDIC_SE","Value","Flag and Footnotes"
"2012","Albania","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2012","Albania","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2012","Serbia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","45.8",""
"2012","Serbia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2012","Serbia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","46.6",""
"2012","Serbia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2012","Turkey","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2012","Turkey","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2012","Turkey","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2012","Turkey","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2012","United States","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","30.9",""
"2012","United States","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2012","United States","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2012","United States","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Belgium","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2013","Belgium","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Belgium","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","45.5",""
"2013","Belgium","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","52.6",""
"2013","Bulgaria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","39.0",""
"2013","Bulgaria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Bulgaria","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","39.2",""
"2013","Bulgaria","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Czechia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","32.6",""
"2013","Czechia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Czechia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","32.6",""
"2013","Czechia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Denmark","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2013","Denmark","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2013","Denmark","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2013","Denmark","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2013","Germany (until 1990 former territory of the FRG)","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2013","Germany (until 1990 former territory of the FRG)","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2013","Germany (until 1990 former territory of the FRG)","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2013","Germany (until 1990 former territory of the FRG)","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2013","Estonia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","34.6",""
"2013","Estonia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Estonia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","34.1",""
"2013","Estonia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Ireland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","42.5",""
"2013","Ireland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Ireland","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.6",""
"2013","Ireland","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Greece","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2013","Greece","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Greece","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2013","Greece","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Spain","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","34.3",""
"2013","Spain","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","41.3",""
"2013","Spain","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","36.1",""
"2013","Spain","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","44.5",""
"2013","France","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","47.9",""
"2013","France","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","60.1",""
"2013","France","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","46.9",""
"2013","France","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","59.2",""
"2013","Croatia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","36.4",""
"2013","Croatia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Croatia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","37.5",""
"2013","Croatia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Italy","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2013","Italy","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2013","Italy","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2013","Italy","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2013","Cyprus","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2013","Cyprus","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2013","Cyprus","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2013","Cyprus","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2013","Latvia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","42.1",""
"2013","Latvia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Latvia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","42.0",""
"2013","Latvia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Lithuania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","47.3",""
"2013","Lithuania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Lithuania","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","48.3",""
"2013","Lithuania","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Luxembourg","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","47.7",""
"2013","Luxembourg","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","59.6",""
"2013","Luxembourg","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","50.4",""
"2013","Luxembourg","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","63.9",""
"2013","Hungary","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","45.1",""
"2013","Hungary","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Hungary","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","43.3",""
"2013","Hungary","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Malta","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","46.3",""
"2013","Malta","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","52.7",""
"2013","Malta","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","47.5",""
"2013","Malta","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","56.6",""
"2013","Netherlands","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","43.4",""
"2013","Netherlands","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","50.7",""
"2013","Netherlands","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","43.3",""
"2013","Netherlands","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","51.7",""
"2013","Austria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2013","Austria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2013","Austria","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2013","Austria","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2013","Poland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.3",""
"2013","Poland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Poland","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.6",""
"2013","Poland","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Portugal","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","43.1",""
"2013","Portugal","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","61.4",""
"2013","Portugal","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","42.7",""
"2013","Portugal","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","60.8",""
"2013","Romania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","35.8",""
"2013","Romania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Romania","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","36.3",""
"2013","Romania","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Slovenia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","51.4",""
"2013","Slovenia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Slovenia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","53.2",""
"2013","Slovenia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Slovakia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","36.9",""
"2013","Slovakia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","46.4",""
"2013","Slovakia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","36.0",""
"2013","Slovakia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","46.9",""
"2013","Finland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2013","Finland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2013","Finland","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2013","Finland","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2013","Sweden","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2013","Sweden","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2013","Sweden","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2013","Sweden","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2013","Iceland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2013","Iceland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2013","Iceland","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2013","Iceland","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2013","Norway","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2013","Norway","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2013","Norway","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2013","Norway","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2013","United Kingdom","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","39.3",""
"2013","United Kingdom","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","48.3",""
"2013","United Kingdom","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","39.3",""
"2013","United Kingdom","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","50.6",""
"2013","Montenegro","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","39.7",""
"2013","Montenegro","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Montenegro","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","39.0",""
"2013","Montenegro","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Albania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2013","Albania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Albania","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2013","Albania","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Serbia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.4",""
"2013","Serbia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Serbia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","45.0",""
"2013","Serbia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Turkey","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2013","Turkey","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","Turkey","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2013","Turkey","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","United States","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","30.3",""
"2013","United States","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2013","United States","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2013","United States","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2014","Belgium","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.9",""
"2014","Belgium","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","50.8",""
"2014","Belgium","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.0",""
"2014","Belgium","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","50.5",""
"2014","Bulgaria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","40.3",""
"2014","Bulgaria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","58.7",""
"2014","Bulgaria","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","40.5",""
"2014","Bulgaria","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","62.6",""
"2014","Czechia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","32.8",""
"2014","Czechia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2014","Czechia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","32.8",""
"2014","Czechia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2014","Denmark","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2014","Denmark","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2014","Denmark","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2014","Denmark","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2014","Germany (until 1990 former territory of the FRG)","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2014","Germany (until 1990 former territory of the FRG)","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2014","Germany (until 1990 former territory of the FRG)","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2014","Germany (until 1990 former territory of the FRG)","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2014","Estonia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","36.2",""
"2014","Estonia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2014","Estonia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","35.9",""
"2014","Estonia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2014","Ireland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","42.7",""
"2014","Ireland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","42.5",""
"2014","Ireland","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.6",""
"2014","Ireland","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","45.2",""
"2014","Greece","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2014","Greece","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2014","Greece","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2014","Greece","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2014","Spain","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","34.2",""
"2014","Spain","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","40.1",""
"2014","Spain","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","36.0",""
"2014","Spain","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","43.0",""
"2014","France","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","47.4",""
"2014","France","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","59.7",""
"2014","France","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","46.4",""
"2014","France","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","58.6",""
"2014","Croatia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","37.8",""
"2014","Croatia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2014","Croatia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","38.8",""
"2014","Croatia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2014","Italy","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2014","Italy","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2014","Italy","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2014","Italy","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2014","Cyprus","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2014","Cyprus","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2014","Cyprus","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2014","Cyprus","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2014","Latvia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.4",""
"2014","Latvia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2014","Latvia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.1",""
"2014","Latvia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2014","Lithuania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","45.7",""
"2014","Lithuania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","54.9",""
"2014","Lithuania","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","46.4",""
"2014","Lithuania","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","60.5",""
